Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;10;151;137,5;5497;5004,5;0;;0;
5-9 ans;26;338;314,2;7599;7063,6;0;;0;
10-19 ans;24;355;178,5;16489;8289,5;0;;0;
20-29 ans;28;278;85,4;25630;7872,1;0;;< 5;n.p.
30-39 ans;22;352;107,2;22682;6910,8;0;;7;n.p.
40-49 ans;24;312;112,4;21435;7721,7;0;;24;* 8,6
50-59 ans;15;211;82,3;17236;6719,7;< 5;n.p.;109;42,5
60-69 ans;11;126;58,2;10432;4822,2;< 5;n.p.;335;154,9
70-79 ans;11;74;51,2;6775;4688,3;0;;842;582,7
80 ans et +;9;69;68,6;12180;12108,4;12;* 11,9;3493;3472,5
Manquant;0;< 5;;95;;0;;0;
Total;180;2267;109,7;146050;7070,4;15;* 0,7;4813;233
