Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;nd;230;209,4;5440;4952,6;0;;0;
5-9 ans;nd;415;385,8;7447;6922,3;0;;0;
10-19 ans;nd;405;203,6;16325;8207;0;;0;
20-29 ans;nd;438;134,5;25507;7834,4;0;;< 5;n.p.
30-39 ans;nd;461;140,5;22521;6861,7;0;;7;n.p.
40-49 ans;nd;401;144,5;21286;7668;0;;24;* 8,6
50-59 ans;nd;239;93,2;17141;6682,7;< 5;n.p.;107;41,7
60-69 ans;nd;141;65,2;10373;4794,9;< 5;n.p.;334;154,4
70-79 ans;nd;98;67,8;6735;4660,6;< 5;n.p.;842;582,7
80 ans et +;nd;73;72,6;12144;12072,7;13;* 12,9;3486;3465,5
Manquant;nd;< 5;;96;;0;;0;
Total;nd;2903;140,5;145015;7020,3;18;* 0,9;4803;232,5
