Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;18;112;102;4974;4528,3;0;;0;
5-9 ans;17;199;185;6698;6226,1;0;;0;
10-19 ans;33;413;207,6;15389;7736,5;0;;0;
20-29 ans;76;745;228,8;24172;7424,3;0;;< 5;n.p.
30-39 ans;38;450;137,1;21378;6513,5;0;;7;n.p.
40-49 ans;18;304;109,5;20408;7351,7;0;;22;* 7,9
50-59 ans;10;182;71;16618;6478,8;0;;105;40,9
60-69 ans;10;84;38,8;10095;4666,4;0;;332;153,5
70-79 ans;7;46;31,8;6543;4527,8;0;;838;579,9
80 ans et +;5;22;* 21,9;11971;11900,7;0;;3468;3447,6
Manquant;0;< 5;;94;;0;;0;
Total;232;2559;123,9;138340;6697,1;0;;4775;231,2
