,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3967,1,3941,26,53,0,3909,5,196934.5,2014.38,2.54,26.91,6
02,02 - Saguenay-Lac-Saint-Jean,11022,0,10800,222,271,0,10749,2,277505,3971.82,0.72,97.66,3
03,03 - Capitale-Nationale,32809,3,32456,353,1117,0,31659,33,757803,4329.49,4.34,147.40,4
04,04 - Mauricie et Centre-du-Québec,15200,1,14961,239,526,0,14656,18,523331.5,2904.47,3.43,100.51,-3
05,05 - Estrie,14916,2,14397,519,352,0,14540,24,494966.5,3013.54,4.83,71.12,-1
06,06 - Montréal,133108,46,130164,2944,4768,0,128004,336,2072060.5,6423.94,16.17,230.11,14
07,07 - Outaouais,12561,3,12114,447,215,0,12316,30,402744,3118.85,7.42,53.38,15
08,08 - Abitibi-Témiscamingue,1147,0,1114,33,9,0,1138,0,147637,776.91,0.00,6.10,1
09,09 - Côte-Nord,577,0,558,19,4,0,573,0,89700.5,643.25,0.00,4.46,1
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2066,0,2046,20,46,0,2017,3,89823,2300.08,3.35,51.21,1
12,12 - Chaudière-Appalaches,19280,0,18998,282,368,1,18901,11,431109.5,4472.18,2.55,85.36,2
13,13 - Laval,31735,9,29909,1826,914,0,30729,92,444658.5,7136.94,20.60,205.55,12
14,14 - Lanaudière,24078,3,23366,712,517,0,23524,37,522367,4609.40,7.05,98.97,14
15,15 - Laurentides,21010,3,20406,604,510,0,20481,19,630238,3333.66,3.00,80.92,1
16,16 - Montérégie,51483,5,49523,1960,1557,0,49830,96,1438226,3579.62,6.65,108.26,12
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,478,1,473,5,0,0,473,5,.,.,.,.,-1
999,Ensemble du Québec,375716,77,365500,10216,11230,1,363775,711,8565469.5,4386.40,8.28,131.11,81
