Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3810,      2374,       62.3,       762,       20.0,       674,       17.7,        53,n.d.,n.d.,n.d.,n.d.,        45,       84.9
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10739,      5574,       51.9,      2419,       22.5,      2746,       25.6,       269,        13,        4.8,        21,        7.8,       235,       87.4
Région,RSS03,03 - Capitale-Nationale,     30957,     17910,       57.9,      6114,       19.7,      6933,       22.4,      1104,        32,        2.9,       100,        9.1,       972,       88.0
Région,RSS04,04 - Mauricie et Centre-du-Québec,     14554,      8335,       57.3,      2861,       19.7,      3358,       23.1,       522,        16,        3.1,        29,        5.6,       477,       91.4
Région,RSS05,05 - Estrie,     14110,      8299,       58.8,      2762,       19.6,      3049,       21.6,       348,        11,        3.2,        30,        8.6,       307,       88.2
Région,RSS06,06 - Montréal,    115164,     66614,       57.8,     21171,       18.4,     27379,       23.8,      4674,       150,        3.2,       272,        5.8,      4252,       91.0
Région,RSS07,07 - Outaouais,     11093,      7058,       63.6,      1896,       17.1,      2139,       19.3,       211,         6,        2.8,        19,        9.0,       186,       88.2
Région,RSS08,08 - Abitibi-Témiscamingue,      1099,       656,       59.7,       252,       22.9,       191,       17.4,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       543,       359,       66.1,       101,       18.6,        83,       15.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       107,        62,       57.9,        19,       17.8,        26,       24.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2000,      1037,       51.9,       413,       20.7,       550,       27.5,        46,n.d.,n.d.,n.d.,n.d.,        41,       89.1
Région,RSS12,12 - Chaudière-Appalaches,     18703,     11365,       60.8,      3657,       19.6,      3681,       19.7,       357,        10,        2.8,        34,        9.5,       313,       87.7
Région,RSS13,13 - Laval,     29910,     18292,       61.2,      6018,       20.1,      5600,       18.7,       902,        16,        1.8,        63,        7.0,       823,       91.2
Région,RSS14,14 - Lanaudière,     23205,     13883,       59.8,      4787,       20.6,      4535,       19.5,       513,        21,        4.1,        31,        6.0,       461,       89.9
Région,RSS15,15 - Laurentides,     20215,     12144,       60.1,      4016,       19.9,      4055,       20.1,       506,        26,        5.1,        37,        7.3,       443,       87.5
Région,RSS16,16 - Montérégie,     48436,     27932,       57.7,      9687,       20.0,     10817,       22.3,      1544,        51,        3.3,       105,        6.8,      1388,       89.9
Région,RSS17,17 - Nunavik,        42,        21,       50.0,         6,       14.3,        15,       35.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    344828,    202004,       58.6,     66962,       19.4,     75862,       22.0,     11065,       358,        3.2,       755,        6.8,      9952,       89.9
Groupe d'âge,0_9,Moins de 10 ans,     28717,     24465,       85.2,      3472,       12.1,       780,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     43598,     36075,       82.7,      6293,       14.4,      1230,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     48864,     39412,       80.7,      7097,       14.5,      2355,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     47029,     32827,       69.8,      9894,       21.0,      4308,        9.2,        18,n.d.,n.d.,n.d.,n.d.,        13,       72.2
Groupe d'âge,40_49,40-49 ans,     52018,     32629,       62.7,     12455,       23.9,      6934,       13.3,        47,        13,       27.7,        11,       23.4,        23,       48.9
Groupe d'âge,50_59,50-59 ans,     47027,     23543,       50.1,     13415,       28.5,     10069,       21.4,       203,        35,       17.2,        31,       15.3,       137,       67.5
Groupe d'âge,60_69,60-69 ans,     28978,      9714,       33.5,      8154,       28.1,     11110,       38.3,       705,        64,        9.1,        83,       11.8,       558,       79.1
Groupe d'âge,70_79,70-79 ans,     18337,      2293,       12.5,      3515,       19.2,     12529,       68.3,      2160,        78,        3.6,       198,        9.2,      1884,       87.2
Groupe d'âge,80_89,80-89 ans,     19035,       763,        4.0,      1901,       10.0,     16371,       86.0,      4332,        82,        1.9,       260,        6.0,      3990,       92.1
Groupe d'âge,90_,90 ans et plus,     11225,       283,        2.5,       766,        6.8,     10176,       90.7,      3591,        78,        2.2,       169,        4.7,      3344,       93.1
