No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,12,46,5,16,0,82,0.6 %
02,02 - Saguenay-Lac-Saint-Jean,0,95,108,7,94,9,313,2.4 %
03,03 - Capitale-Nationale,5,556,270,36,369,30,1266,9.7 %
04,04 - Mauricie et Centre-du-Québec,5,156,454,22,110,5,752,5.7 %
05,05 - Estrie,3,138,188,20,136,12,497,3.8 %
06,06 - Montréal,211,2788,1204,147,735,75,5160,39.4 %
07,07 - Outaouais,11,88,89,15,57,3,263,2.0 %
08,08 - Abitibi-Témiscamingue,2,6,25,1,5,0,39,0.3 %
09,09 - Côte-Nord,0,0,10,0,1,0,11,0.1 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,22,0,13,0,50,0.4 %
12,12 - Chaudière-Appalaches,5,136,179,9,148,5,482,3.7 %
13,13 - Laval,3,522,219,56,194,7,1001,7.6 %
14,14 - Lanaudière,4,287,196,16,136,4,643,4.9 %
15,15 - Laurentides,64,215,180,58,95,14,626,4.8 %
16,16 - Montérégie,16,663,640,66,517,10,1912,14.6 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,5,0,0,1,6,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),332,5677,3845,458,2626,175,13113,
9999,Ensemble du Québec (%),2.5 %,43.3 %,29.3 %,3.5 %,20.0 %,1.3 %,.,100.0 %

