,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,12068,137,12029,39,82,1,10848,1138,197738.33333,6103.01,575.73,41.47,98
02,02 - Saguenay-Lac-Saint-Jean,21067,133,20708,359,313,2,19447,1307,278600,7561.74,469.14,112.35,135
03,03 - Capitale-Nationale,64907,443,64542,365,1266,6,58637,5004,761103.66667,8528.01,652.77,166.34,388
04,04 - Mauricie et Centre-du-Québec,43029,250,42790,239,752,5,38716,3561,527666.66667,8154.58,671.53,142.51,325
05,05 - Estrie,38288,193,37763,525,497,1,35883,1908,502406,7620.93,375.61,98.92,255
06,06 - Montréal,268074,692,264772,3302,5160,6,252626,10288,2061667.3333,13002.78,496.65,250.28,1074
07,07 - Outaouais,32880,134,32431,449,263,3,31074,1543,405378.66667,8110.93,376.58,64.88,189
08,08 - Abitibi-Témiscamingue,5660,102,5623,37,39,0,4836,785,147876.33333,3827.52,530.62,26.37,137
09,09 - Côte-Nord,3712,84,3685,27,11,0,3004,697,90082.333333,4120.67,777.31,12.21,92
10,10 - Nord-du-Québec,737,23,623,114,0,0,653,84,13383.666667,5506.71,631.39,0.00,4
11,11 - Gaspésie-Îles-de-la-Madeleine,4492,29,4456,36,50,1,4159,283,90783.333333,4948.04,311.34,55.08,37
12,12 - Chaudière-Appalaches,47262,261,46987,275,482,6,43505,3275,434525.66667,10876.69,750.17,110.93,271
13,13 - Laval,62821,145,60859,1962,1001,0,59894,1926,445993.33333,14085.64,427.88,224.44,218
14,14 - Lanaudière,58502,253,57788,714,643,2,55108,2751,530581,11026.03,512.28,121.19,227
15,15 - Laurentides,63210,247,62604,606,626,1,59889,2695,640046.66667,9875.84,415.43,97.81,319
16,16 - Montérégie,120169,427,118261,1908,1912,14,111759,6498,1452381.3333,8273.93,443.00,131.65,582
17,17 - Nunavik,2152,17,2148,4,9,0,1911,232,14619,14720.57,1560.08,61.56,48
18,18 - Terres-Cries-de-la-Baie-James,1635,26,1449,186,6,0,1353,276,18660.333333,8761.90,1454.85,32.15,73
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2451,4,2443,8,1,0,2379,71,.,.,.,.,15
999,Ensemble du Québec,853120,3600,841964,11156,13113,48,795685,44322,8613493.6667,9904.46,510.79,152.24,4487

