Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,     11165,      6873,       61.6,      2235,       20.0,      2057,       18.4,        79,         5,        6.3,         6,        7.6,        68,       86.1
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     19963,     10784,       54.0,      4505,       22.6,      4674,       23.4,       304,n.d.,n.d.,n.d.,n.d.,       287,       94.4
Région,RSS03,03 - Capitale-Nationale,     60335,     36601,       60.7,     11677,       19.4,     12057,       20.0,      1231,        19,        1.5,        85,        6.9,      1127,       91.6
Région,RSS04,04 - Mauricie et Centre-du-Québec,     40740,     24389,       59.9,      7730,       19.0,      8621,       21.2,       721,        15,        2.1,        29,        4.0,       677,       93.9
Région,RSS05,05 - Estrie,     36104,     21951,       60.8,      7185,       19.9,      6968,       19.3,       469,        17,        3.6,        28,        6.0,       424,       90.4
Région,RSS06,06 - Montréal,    232938,    145415,       62.4,     41514,       17.8,     46009,       19.8,      5007,       142,        2.8,       227,        4.5,      4638,       92.6
Région,RSS07,07 - Outaouais,     29291,     19855,       67.8,      4930,       16.8,      4506,       15.4,       247,         7,        2.8,        11,        4.5,       229,       92.7
Région,RSS08,08 - Abitibi-Témiscamingue,      5111,      3005,       58.8,      1039,       20.3,      1067,       20.9,        35,n.d.,n.d.,n.d.,n.d.,        31,       88.6
Région,RSS09,09 - Côte-Nord,      3287,      2080,       63.3,       600,       18.3,       607,       18.5,         8,n.d.,n.d.,n.d.,n.d.,         6,       75.0
Région,RSS10,10 - Nord-du-Québec,       643,       422,       65.6,       108,       16.8,       113,       17.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      4238,      2367,       55.9,       851,       20.1,      1020,       24.1,        49,n.d.,n.d.,n.d.,n.d.,        45,       91.8
Région,RSS12,12 - Chaudière-Appalaches,     45237,     28575,       63.2,      8620,       19.1,      8042,       17.8,       467,         8,        1.7,        32,        6.9,       427,       91.4
Région,RSS13,13 - Laval,     59769,     38145,       63.8,     11644,       19.5,      9980,       16.7,       980,         7,        0.7,        56,        5.7,       917,       93.6
Région,RSS14,14 - Lanaudière,     56187,     35467,       63.1,     11179,       19.9,      9541,       17.0,       628,        13,        2.1,        24,        3.8,       591,       94.1
Région,RSS15,15 - Laurentides,     60114,     38434,       63.9,     11432,       19.0,     10248,       17.0,       593,        11,        1.9,        21,        3.5,       561,       94.6
Région,RSS16,16 - Montérégie,    113777,     69364,       61.0,     22099,       19.4,     22314,       19.6,      1847,        39,        2.1,        86,        4.7,      1722,       93.2
Région,RSS17,17 - Nunavik,      1881,      1208,       64.2,       299,       15.9,       374,       19.9,         6,n.d.,n.d.,n.d.,n.d.,         5,       83.3
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,      1317,       857,       65.1,       218,       16.6,       242,       18.4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    782277,    485938,       62.1,    147892,       18.9,    148447,       19.0,     12675,       292,        2.3,       624,        4.9,     11759,       92.8
Groupe d'âge,0_9,Moins de 10 ans,     71376,     60745,       85.1,      8589,       12.0,      2042,        2.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     97284,     81007,       83.3,     13455,       13.8,      2822,        2.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,    129729,    104259,       80.4,     18870,       14.5,      6600,        5.1,        10,n.d.,n.d.,n.d.,n.d.,         6,       60.0
Groupe d'âge,30_39,30-39 ans,    121713,     85073,       69.9,     25001,       20.5,     11639,        9.6,        27,n.d.,n.d.,n.d.,n.d.,        22,       81.5
Groupe d'âge,40_49,40-49 ans,    122277,     77406,       63.3,     28792,       23.5,     16079,       13.1,        74,        18,       24.3,        13,       17.6,        43,       58.1
Groupe d'âge,50_59,50-59 ans,     99703,     51221,       51.4,     27095,       27.2,     21387,       21.5,       277,        26,        9.4,        25,        9.0,       226,       81.6
Groupe d'âge,60_69,60-69 ans,     58251,     20275,       34.8,     15898,       27.3,     22078,       37.9,       859,        50,        5.8,        77,        9.0,       732,       85.2
Groupe d'âge,70_79,70-79 ans,     33425,      4333,       13.0,      6125,       18.3,     22967,       68.7,      2524,        49,        1.9,       146,        5.8,      2329,       92.3
Groupe d'âge,80_89,80-89 ans,     31032,      1176,        3.8,      2894,        9.3,     26962,       86.9,      4925,        69,        1.4,       208,        4.2,      4648,       94.4
Groupe d'âge,90_,90 ans et plus,     17487,       443,        2.5,      1173,        6.7,     15871,       90.8,      3976,        72,        1.8,       153,        3.8,      3751,       94.3
