No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,150,8,26,0,200,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,144,171,11,141,12,479,3.0 %
03,03 - Capitale-Nationale,7,645,422,41,487,37,1639,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,157,749,22,114,5,1051,6.5 %
05,05 - Estrie,4,189,231,26,187,16,653,4.1 %
06,06 - Montréal,218,2851,1470,160,814,80,5593,34.8 %
07,07 - Outaouais,11,97,134,15,67,5,329,2.0 %
08,08 - Abitibi-Témiscamingue,3,40,52,6,19,1,121,0.8 %
09,09 - Côte-Nord,0,0,52,0,1,0,53,0.3 %
10,10 - Nord-du-Québec,0,0,5,0,0,0,5,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,54,0,13,0,83,0.5 %
12,12 - Chaudière-Appalaches,5,172,297,11,201,6,692,4.3 %
13,13 - Laval,6,554,292,59,222,11,1144,7.1 %
14,14 - Lanaudière,3,329,280,26,183,5,826,5.1 %
15,15 - Laurentides,63,266,293,64,112,14,812,5.0 %
16,16 - Montérégie,16,731,905,78,633,13,2376,14.8 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),343,6204,5588,527,3220,206,16088,
9999,Ensemble du Québec (%),2.1 %,38.6 %,34.7 %,3.3 %,20.0 %,1.3 %,.,100.0 %

