No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,91,73,3,85,8,261,2.7 %
3,03 - Capitale-Nationale,3,478,124,18,276,24,923,9.5 %
4,04 - Mauricie et Centre-du-Québec,6,142,177,21,96,5,447,4.6 %
5,05 - Estrie,3,118,45,17,82,10,275,2.8 %
6,06 - Montréal,200,2688,631,121,605,63,4308,44.1 %
7,07 - Outaouais,8,62,32,11,39,1,153,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,97,62,6,85,4,259,2.7 %
13,13 - Laval,2,491,110,51,166,6,826,8.5 %
14,14 - Lanaudière,3,248,100,10,102,2,465,4.8 %
15,15 - Laurentides,62,157,81,43,77,13,433,4.4 %
16,16 - Montérégie,15,573,278,54,400,8,1328,13.6 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),311,5168,1744,359,2036,145,9763,
9999,Ensemble du Québec (%),3.2 %,52.9 %,17.9 %,3.7 %,20.9 %,1.5 %,           .,100.0 %
