No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,1,0,4,0,2,0,7,0.1 %
2,02 - Saguenay–Lac-Saint-Jean,0,23,6,0,0,5,34,0.6 %
3,03 - Capitale-Nationale,1,161,43,3,60,0,268,4.4 %
4,04 - Mauricie et Centre-du-Québec,2,124,37,12,44,0,219,3.6 %
5,05 - Estrie,0,7,8,0,16,3,34,0.6 %
6,06 - Montréal,138,2448,366,101,428,35,3516,57.9 %
7,07 - Outaouais,2,18,6,7,2,0,35,0.6 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,9,8,0,5,0,22,0.4 %
12,12 - Chaudière-Appalaches,1,3,8,4,26,5,47,0.8 %
13,13 - Laval,0,467,62,41,130,6,706,11.6 %
14,14 - Lanaudière,3,124,44,6,48,0,225,3.7 %
15,15 - Laurentides,26,100,76,29,54,7,292,4.8 %
16,16 - Montérégie,2,281,127,33,207,12,662,10.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),176,3765,800,236,1023,74,6074,
9999,Ensemble du Québec (%),2.9 %,62.0 %,13.2 %,3.9 %,16.8 %,1.2 %,           .,100.0 %
