,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1544,5,1527,17,30,0,1478,36,196934.5,784.02,18.29,15.23
02,02 - Saguenay-Lac-Saint-Jean,8816,3,8626,190,264,0,8532,20,277505,3176.88,7.21,95.13
03,03 - Capitale-Nationale,22256,27,21920,336,972,0,21022,262,757803,2936.91,34.47,128.27
04,04 - Mauricie et Centre-du-Québec,12719,19,12488,231,496,1,12027,196,523331.5,2430.39,37.38,94.78
05,05 - Estrie,11431,26,10993,438,300,3,10894,237,494966.5,2309.45,47.71,60.61
06,06 - Montréal,104722,410,101866,2856,4489,2,96196,4037,2072060.5,5054.00,194.23,216.64
07,07 - Outaouais,6209,16,5803,406,159,1,5906,144,402744,1541.67,35.60,39.48
08,08 - Abitibi-Témiscamingue,817,9,784,33,7,0,771,39,147637,553.38,26.41,4.74
09,09 - Côte-Nord,353,0,338,15,3,0,346,4,89700.5,393.53,4.48,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1706,0,1687,19,45,0,1657,4,89823,1899.29,4.46,50.10
12,12 - Chaudière-Appalaches,11667,7,11403,264,287,1,11284,96,431109.5,2706.27,22.23,66.57
13,13 - Laval,24254,42,22753,1501,867,1,22663,724,444658.5,5454.52,162.12,194.98
14,14 - Lanaudière,20039,63,19328,711,492,1,18958,589,522367,3836.19,112.27,94.19
15,15 - Laurentides,16077,73,15476,601,466,2,15094,517,630238,2550.94,81.61,73.94
16,16 - Montérégie,41362,103,39639,1723,1467,4,38820,1075,1438226,2875.90,74.46,102.00
17,17 - Nunavik,41,0,39,2,0,0,39,2,14336.5,285.98,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,113,4,18507,643.00,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,249,3,245,4,0,0,247,2,.,.,.,.
999,Ensemble du Québec,284472,806,275123,9349,10346,16,266138,7988,8565469.5,3321.15,92.97,120.79

