,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1619,5,1601,18,30,0,1533,56,196934.5,822.10,28.46,15.23
02,02 - Saguenay-Lac-Saint-Jean,8876,8,8684,192,264,0,8569,43,277505,3198.50,15.50,95.13
03,03 - Capitale-Nationale,22866,36,22528,338,998,1,21513,355,757803,3017.41,46.70,131.70
04,04 - Mauricie et Centre-du-Québec,12947,11,12715,232,507,-1,12317,123,523331.5,2473.96,23.46,96.88
05,05 - Estrie,11777,18,11316,461,317,3,11302,158,494966.5,2379.35,31.81,64.04
06,06 - Montréal,110407,354,107534,2873,4561,3,102363,3483,2072060.5,5328.37,167.58,220.12
07,07 - Outaouais,6589,48,6171,418,167,0,6235,187,402744,1636.03,46.23,41.47
08,08 - Abitibi-Témiscamingue,888,1,855,33,7,0,844,37,147637,601.48,25.06,4.74
09,09 - Côte-Nord,356,0,341,15,3,0,351,2,89700.5,396.88,2.24,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1735,2,1716,19,45,0,1668,22,89823,1931.58,24.54,50.10
12,12 - Chaudière-Appalaches,11819,14,11552,267,288,0,11422,109,431109.5,2741.53,25.24,66.80
13,13 - Laval,25762,84,24188,1574,876,0,24070,816,444658.5,5793.66,182.73,197.01
14,14 - Lanaudière,20978,62,20267,711,496,1,19931,551,522367,4015.95,105.02,94.95
15,15 - Laurentides,17071,63,16468,603,480,1,16145,446,630238,2708.66,70.40,76.16
16,16 - Montérégie,42711,69,40904,1807,1494,1,40460,757,1438226,2969.70,52.43,103.88
17,17 - Nunavik,46,0,44,2,0,0,45,1,14336.5,320.86,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,261,0,256,5,0,0,255,6,.,.,.,.
999,Ensemble du Québec,296918,775,287348,9570,10535,9,279230,7153,8565469.5,3466.45,83.25,122.99

