No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,73,4,85,8,264,2.5 %
03,03 - Capitale-Nationale,3,501,151,25,294,24,998,9.5 %
04,04 - Mauricie et Centre-du-Québec,6,151,222,21,102,5,507,4.8 %
05,05 - Estrie,3,125,57,17,104,11,317,3.0 %
06,06 - Montréal,202,2722,763,133,667,74,4561,43.3 %
07,07 - Outaouais,8,70,33,13,41,2,167,1.6 %
08,08 - Abitibi-Témiscamingue,0,0,6,0,1,0,7,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,104,69,6,100,4,288,2.7 %
13,13 - Laval,2,509,131,52,177,5,876,8.3 %
14,14 - Lanaudière,3,249,117,12,113,2,496,4.7 %
15,15 - Laurentides,64,175,97,50,80,14,480,4.6 %
16,16 - Montérégie,15,610,346,59,456,8,1494,14.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),314,5333,2092,396,2242,158,10535,
9999,Ensemble du Québec (%),3.0 %,50.6 %,19.9 %,3.8 %,21.3 %,1.5 %,.,100.0 %

