No,RSS,NoRLS,RLS,Cas,Population,Taux
1,01 - Bas-St-Laurent,0111,0111 - RLS de Kamouraska,47,20 780,"226,2"
1,01 - Bas-St-Laurent,0112,0112 - RLS de Rivière-du-Loup,83,34 800,"238,5"
1,01 - Bas-St-Laurent,0113,0113 - RLS de Témiscouata,15,19 117,"78,5"
1,01 - Bas-St-Laurent,0114,0114 - RLS des Basques,n.d.,8 529,n.d.
1,01 - Bas-St-Laurent,0115,0115 - RLS de Rimouski,31,57 630,"53,8"
1,01 - Bas-St-Laurent,0116,0116 - RLS de La Mitis,n.d.,17 978,n.d.
1,01 - Bas-St-Laurent,0117,0117 - RLS de Matane,n.d.,20 726,n.d.
1,01 - Bas-St-Laurent,0118,0118 - RLS de La Matapédia,10,17 514,"57,1"
1,01 - Bas-St-Laurent,,Total,199,197 074,"101,0"
2,02 - Saguenay – Lac-St-Jean,0211,0211 - RLS du Domaine-du-Roy,14,31 078,"45,0"
2,02 - Saguenay – Lac-St-Jean,0212,0212 - RLS de Maria-Chapdelaine,16,25 064,"63,8"
2,02 - Saguenay – Lac-St-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,45,52 298,"86,0"
2,02 - Saguenay – Lac-St-Jean,0214,0214 - RLS de Jonquière,67,67 417,"99,4"
2,02 - Saguenay – Lac-St-Jean,0215,0215 - RLS de Chicoutimi,207,79 201,"261,4"
2,02 - Saguenay – Lac-St-Jean,0216,0216 - RLS de La Baie,32,22 574,"141,8"
2,02 - Saguenay – Lac-St-Jean,,Total,382,277 632,"137,6"
3,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,77,54 895,"140,3"
3,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,1451,321 016,"452,0"
3,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,1055,351 429,"300,2"
3,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,16,28 119,"56,9"
3,03 - Capitale-Nationale,,Total,2624,755 459,"347,3"
4,04 - Mauricie-et-Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,n.d.,15 020,n.d.
4,04 - Mauricie-et-Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,120,25 562,"469,4"
4,04 - Mauricie-et-Centre-du-Québec,0413,0413 - RLS de Maskinongé,254,22 961,"1 106,2"
4,04 - Mauricie-et-Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,361,64 641,"558,5"
4,04 - Mauricie-et-Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,964,143 422,"672,1"
4,04 - Mauricie-et-Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,65,44 619,"145,7"
4,04 - Mauricie-et-Centre-du-Québec,0417,0417 - RLS de Drummond,348,107 872,"322,6"
4,04 - Mauricie-et-Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,56,98 244,"57,0"
4,04 - Mauricie-et-Centre-du-Québec,,Total,2193,522 341,"419,8"
5,05 - Estrie,0511,0511 - RLS de la Pommeraie,166,56 125,"295,8"
5,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,320,105 861,"302,3"
5,05 - Estrie,0513,0513 - RLS de Memphrémagog,113,52 514,"215,2"
5,05 - Estrie,0514,0514 - RLS de Coaticook,19,18 741,"101,4"
5,05 - Estrie,0515,0515 - RLS de Sherbrooke,600,170 075,"352,8"
5,05 - Estrie,0516,0516 - RLS de Val Saint-François,83,31 490,"263,6"
5,05 - Estrie,0517,0517 - RLS d'Asbestos,48,14 257,"336,7"
5,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,59,22 749,"259,4"
5,05 - Estrie,0519,0519 - RLS du Granit,53,21 351,"248,2"
5,05 - Estrie,,Total,1472,493 163,"298,5"
6,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1755,224 596,"781,4"
6,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,2248,149 522,"1 503,5"
6,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1471,131 424,"1 119,3"
6,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,3183,245 703,"1 295,5"
6,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,2195,166 225,"1 320,5"
6,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1862,161 317,"1 154,2"
6,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1985,161 894,"1 226,1"
6,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,4444,172 517,"2 576,0"
6,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,1125,115 485,"974,2"
6,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2586,139 162,"1 858,3"
6,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3969,208 717,"1 901,6"
6,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2853,189 095,"1 508,8"
6,06 - Montréal,,Total,30571,2 065 657,"1 480,0"
7,07 - Outaouais,0711,0711 - RLS du Pontiac,5,20 152,"24,8"
7,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,8,20 552,"38,9"
7,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,44,38 891,"113,1"
7,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,873,264 517,"330,0"
7,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,82,56 920,"144,1"
7,07 - Outaouais,,Total,1014,401 032,"252,8"
8,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,13,20 528,"63,3"
8,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,11,24 729,"44,5"
8,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,132,43 180,"305,7"
8,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,11,43 551,"25,3"
8,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,22,15 628,"140,8"
8,08 - Abitibi-Témiscamingue,,Total,190,147 616,"128,7"
9,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,n.d.,3 230,n.d.
9,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,29,40 494,"71,6"
9,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,51,7 314,"697,3"
9,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,49,27 344,"179,2"
9,09 - Côte-Nord,0915,0915 - RLS de la Minganie,8,6 428,"124,5"
9,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,4 582,"0,0"
9,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,641,"0,0"
9,09 - Côte-Nord,,Total,140,90 033,"155,5"
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,8,13 558,"59,0"
10,10 - Nord-du-Québec,,Total,8,13 558,"59,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,148,32 176,"460,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,11,10 582,"104,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,18,18 753,"96,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,34,15 881,"214,1"
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,10,12 606,"79,3"
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total,221,89 998,"245,6"
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,514,258 118,"199,1"
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,118,42 500,"277,6"
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,112,73 173,"153,1"
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,23,16 426,"140,0"
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,27,40 092,"67,3"
12,12 - Chaudière-Appalaches,,Total,795,430 309,"184,8"
13,13 - Laval,1311,1311 - RLS de Laval,6543,442 745,"1 477,8"
13,13 - Laval,,Total,6543,442 745,"1 477,8"
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1823,223 099,"817,1"
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,3088,296 993,"1 039,8"
14,14 - Lanaudière,,Total,4998,520 092,"961,0"
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,34,35 580,"95,6"
15,15 - Laurentides,1512,1512 - RLS des Laurentides,185,48 016,"385,3"
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,265,44 362,"597,4"
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,132,33 422,"394,9"
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,905,124 641,"726,1"
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1323,177 517,"745,3"
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1527,163 430,"934,3"
15,15 - Laurentides,,Total,4389,626 968,"700,0"
16,16 - Montérégie,1611,1611 - RLS de Champlain,2108,225 442,"935,1"
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,886,195 297,"453,7"
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,2440,262 440,"929,7"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,1110,220 957,"502,4"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,57,51 371,"111,0"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,881,160 002,"550,6"
16,16 - Montérégie,1632,1632 - RLS du Suroît,698,60 523,"1 153,3"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,111,24 346,"455,9"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,1442,232 373,"620,6"
16,16 - Montérégie,,Total,9749,1 432 751,"680,4"
17,17 - Nunavik,1701,1701 - Nunavik,18,14 260,"126,2"
17,17 - Nunavik,,Total,18,14 260,"126,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,12,18 385,"65,3"
18,18 - Terres-Cries-de-la-Baie-James,,Total,12,18 385,"65,3"
