Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;21;278;253,1;6327;5760,1;0;;0;
5-9 ans;79;727;675,8;9948;9247,1;0;;0;
10-19 ans;72;658;330,8;18983;9543,3;0;;0;
20-29 ans;48;482;148;27146;8337,8;0;;< 5;n.p.
30-39 ans;81;727;221,5;24669;7516,2;< 5;n.p.;8;n.p.
40-49 ans;78;750;270,2;23458;8450,4;0;;27;* 9,7
50-59 ans;47;457;178,2;18481;7205,1;< 5;n.p.;117;45,6
60-69 ans;30;238;110;11102;5131,9;0;;345;159,5
70-79 ans;14;124;85,8;7139;4940,2;0;;853;590,3
80 ans et +;7;73;72,6;12443;12369,9;< 5;n.p.;3510;3489,4
Manquant;< 5;< 5;;90;;0;;0;
Total;478;4515;218,6;159786;7735,4;< 5;n.p.;4863;235,4
