,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1529,4,1512,17,30,0,1464,35,196934.5,776.40,17.79,15.23
02,02 - Saguenay-Lac-Saint-Jean,8808,2,8618,190,263,0,8521,24,277505,3174.00,8.65,94.77
03,03 - Capitale-Nationale,22169,26,21833,336,968,0,20891,310,757803,2925.43,40.78,127.74
04,04 - Mauricie et Centre-du-Québec,12664,9,12434,230,495,1,11923,246,523331.5,2419.88,46.92,94.59
05,05 - Estrie,11367,32,10931,436,296,0,10745,326,494966.5,2296.52,65.62,59.80
06,06 - Montréal,103206,334,100351,2855,4474,7,94530,4202,2072060.5,4980.84,202.17,215.92
07,07 - Outaouais,6129,23,5725,404,158,0,5846,125,402744,1521.81,30.91,39.23
08,08 - Abitibi-Témiscamingue,792,0,759,33,7,0,735,50,147637,536.45,33.86,4.74
09,09 - Côte-Nord,351,0,336,15,3,0,345,3,89700.5,391.30,3.36,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1703,0,1684,19,45,0,1651,7,89823,1895.95,7.81,50.10
12,12 - Chaudière-Appalaches,11643,17,11379,264,284,1,11153,206,431109.5,2700.71,47.70,65.88
13,13 - Laval,23993,89,22504,1489,860,1,22332,801,444658.5,5395.83,179.37,193.41
14,14 - Lanaudière,19808,-4,19096,712,488,1,18690,630,522367,3791.97,120.08,93.42
15,15 - Laurentides,15828,117,15230,598,462,0,14886,480,630238,2511.43,75.77,73.31
16,16 - Montérégie,40971,119,39291,1680,1457,3,38309,1205,1438226,2848.72,83.47,101.31
17,17 - Nunavik,40,-1,38,2,0,0,39,1,14336.5,279.01,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,2,119,0,2,0,113,4,18507,643.00,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,245,0,241,4,0,0,242,3,.,.,.,.
999,Ensemble du Québec,281456,769,272170,9286,10292,14,262506,8658,8565469.5,3285.94,100.77,120.16

