No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,154,8,26,0,204,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,158,182,11,149,12,512,3.1 %
03,03 - Capitale-Nationale,7,656,440,42,493,37,1675,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,157,781,22,114,5,1083,6.6 %
05,05 - Estrie,4,191,243,26,192,16,672,4.1 %
06,06 - Montréal,219,2856,1517,161,821,81,5655,34.4 %
07,07 - Outaouais,11,97,144,15,69,7,343,2.1 %
08,08 - Abitibi-Témiscamingue,3,40,58,6,19,1,127,0.8 %
09,09 - Côte-Nord,0,0,57,0,1,0,58,0.4 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,60,0,13,0,89,0.5 %
12,12 - Chaudière-Appalaches,5,176,312,11,203,6,713,4.3 %
13,13 - Laval,6,558,303,59,222,12,1160,7.1 %
14,14 - Lanaudière,3,332,288,26,185,6,840,5.1 %
15,15 - Laurentides,63,267,309,65,116,14,834,5.1 %
16,16 - Montérégie,16,733,954,78,638,13,2432,14.8 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,16,0,0,1,17,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),344,6250,5837,530,3261,211,16433,
9999,Ensemble du Québec (%),2.1 %,38.0 %,35.5 %,3.2 %,19.8 %,1.3 %,.,100.0 %

