No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,188,13,20742,906.37,62.79
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,311,11,34840,892.65,31.54
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,127,n.d.,19055.5,666.47,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,34,n.d.,8507,399.67,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,600,n.d.,57728,1039.36,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,87,n.d.,17948.5,484.72,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,224,5,20658.5,1084.30,24.28
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,50,0,17455,286.45,0.00
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),1637,40,196934.5,831.24,20.33
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,414,76,31025,1334.41,245.38
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,705,21,25019.5,2817.80,84.08
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2350,n.d.,52281,4494.94,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2072,10,67384,3074.91,14.85
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2830,22,79237.5,3571.54,27.75
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,677,56,22558,3001.15,248.43
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),9055,189,277505,3263.00,68.14
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1413,7,55121,2563.45,12.65
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,10774,163,321832.5,3347.70,50.52
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,10184,183,352784,2886.75,51.67
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,524,10,28065.5,1867.06,35.70
03,03 - Capitale-Nationale,,Total (incluant inconnus),23088,366,757803,3046.70,48.15
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,400,9,15002,2666.31,60.06
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,408,n.d.,25591.5,1594.28,n.d.
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,579,n.d.,22969.5,2520.73,n.d.
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1399,n.d.,64680,2162.96,n.d.
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3574,15,143710,2486.95,10.42
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,802,n.d.,44674,1795.23,n.d.
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,3421,49,108252,3160.22,45.11
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,2320,12,98452.5,2356.47,12.16
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),13003,100,523331.5,2484.66,19.07
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,1003,12,56363,1779.54,21.20
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,3104,52,106352,2918.61,48.67
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,735,9,52727.5,1393.96,17.00
05,05 - Estrie,0514,0514 - RLS de Coaticook,428,n.d.,18758.5,2281.63,n.d.
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,4100,20,170859,2399.64,11.65
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,632,5,31559.5,2002.57,15.81
05,05 - Estrie,0517,0517 - RLS d'Asbestos,603,33,14238.5,4235.00,232.07
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,400,0,22777.5,1756.12,0.00
05,05 - Estrie,0519,0519 - RLS du Granit,838,5,21331,3928.55,23.46
05,05 - Estrie,,Total (incluant inconnus),11845,138,494966.5,2393.09,27.78
