,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1637,5,1619,18,30,0,1567,40,196934.5,831.24,20.33,15.23
02,02 - Saguenay-Lac-Saint-Jean,9055,30,8861,194,265,1,8601,189,277505,3263.00,68.14,95.49
03,03 - Capitale-Nationale,23088,52,22749,339,1000,0,21722,366,757803,3046.70,48.15,131.96
04,04 - Mauricie et Centre-du-Québec,13003,6,12771,232,508,0,12395,100,523331.5,2484.66,19.07,97.07
05,05 - Estrie,11845,13,11380,465,317,0,11390,138,494966.5,2393.09,27.78,64.04
06,06 - Montréal,112146,317,109262,2884,4589,5,104288,3269,2072060.5,5412.29,157.28,221.47
07,07 - Outaouais,6779,53,6352,427,170,2,6359,250,402744,1683.20,61.81,42.21
08,08 - Abitibi-Témiscamingue,901,1,868,33,7,0,877,17,147637,610.28,11.51,4.74
09,09 - Côte-Nord,359,0,344,15,3,0,352,4,89700.5,400.22,4.48,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,87,1,13521.5,650.82,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1746,1,1727,19,45,0,1686,15,89823,1943.82,16.73,50.10
12,12 - Chaudière-Appalaches,11913,18,11645,268,288,0,11485,140,431109.5,2763.34,32.41,66.80
13,13 - Laval,26177,70,24574,1603,881,1,24603,693,444658.5,5886.99,155.18,198.13
14,14 - Lanaudière,21294,69,20583,711,499,1,20264,531,522367,4076.44,101.21,95.53
15,15 - Laurentides,17322,57,16719,603,480,0,16483,359,630238,2748.49,56.67,76.16
16,16 - Montérégie,43127,70,41290,1837,1502,0,40895,730,1438226,2998.62,50.56,104.43
17,17 - Nunavik,46,0,44,2,0,0,45,1,14336.5,320.86,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,1,115,1,18507,643.00,5.37,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,267,2,262,5,0,0,260,7,.,.,.,.
999,Ensemble du Québec,300916,764,291259,9657,10587,11,283478,6851,8565469.5,3513.13,79.74,123.60

