No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,91,6,19,0,132,0.9 %
02,02 - Saguenay-Lac-Saint-Jean,0,107,140,9,122,10,388,2.7 %
03,03 - Capitale-Nationale,5,610,340,39,443,35,1472,10.1 %
04,04 - Mauricie et Centre-du-Québec,5,157,625,22,114,5,928,6.4 %
05,05 - Estrie,3,153,195,26,167,16,560,3.8 %
06,06 - Montréal,216,2822,1327,157,781,79,5382,36.9 %
07,07 - Outaouais,11,94,112,15,62,3,297,2.0 %
08,08 - Abitibi-Témiscamingue,3,31,43,6,15,1,99,0.7 %
09,09 - Côte-Nord,0,0,41,0,1,0,42,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,39,0,13,0,67,0.5 %
12,12 - Chaudière-Appalaches,5,148,242,10,177,6,588,4.0 %
13,13 - Laval,4,531,257,59,203,7,1061,7.3 %
14,14 - Lanaudière,3,308,235,22,161,5,734,5.0 %
15,15 - Laurentides,63,248,231,64,99,13,718,4.9 %
16,16 - Montérégie,16,703,716,70,566,10,2081,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),337,5940,4663,505,2943,191,14579,
9999,Ensemble du Québec (%),2.3 %,40.7 %,32.0 %,3.5 %,20.2 %,1.3 %,.,100.0 %

