,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1619,0,1601,18,30,0,1537,52,196934.5,822.10,26.42,15.23
02,02 - Saguenay-Lac-Saint-Jean,8888,12,8696,192,264,0,8577,47,277505,3202.83,16.94,95.13
03,03 - Capitale-Nationale,22895,29,22556,339,998,0,21543,354,757803,3021.23,46.57,131.70
04,04 - Mauricie et Centre-du-Québec,12957,10,12725,232,507,0,12335,115,523331.5,2475.87,21.93,96.88
05,05 - Estrie,11790,13,11327,463,317,0,11318,155,494966.5,2381.98,31.20,64.04
06,06 - Montréal,110703,296,107829,2874,4564,3,102731,3408,2072060.5,5342.65,163.97,220.26
07,07 - Outaouais,6628,39,6209,419,167,0,6261,200,402744,1645.71,49.45,41.47
08,08 - Abitibi-Témiscamingue,889,1,856,33,7,0,856,26,147637,602.15,17.61,4.74
09,09 - Côte-Nord,356,0,341,15,3,0,351,2,89700.5,396.88,2.24,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1738,3,1719,19,45,0,1670,23,89823,1934.92,25.66,50.10
12,12 - Chaudière-Appalaches,11831,12,11564,267,288,0,11433,110,431109.5,2744.31,25.47,66.80
13,13 - Laval,25847,85,24270,1577,876,0,24184,787,444658.5,5812.78,176.23,197.01
14,14 - Lanaudière,21029,51,20318,711,496,0,19994,539,522367,4025.71,102.74,94.95
15,15 - Laurentides,17123,52,16520,603,480,0,16199,444,630238,2716.91,70.09,76.16
16,16 - Montérégie,42781,70,40975,1806,1496,2,40533,752,1438226,2974.57,52.09,104.02
17,17 - Nunavik,46,0,44,2,0,0,45,1,14336.5,320.86,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,262,1,257,5,0,0,256,6,.,.,.,.
999,Ensemble du Québec,297592,674,288015,9577,10540,5,280030,7022,8565469.5,3474.32,81.73,123.05

