Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;7;103;93,8;5619;5115,5;0;;0;
5-9 ans;6;279;259,3;7961;7400,1;0;;0;
10-19 ans;9;267;134,2;16837;8464,4;0;;0;
20-29 ans;16;221;67,9;25939;7967;0;;< 5;n.p.
30-39 ans;17;268;81,7;23052;7023,5;0;;7;n.p.
40-49 ans;23;280;100,9;21826;7862,5;0;;24;* 8,6
50-59 ans;6;158;61,6;17456;6805,5;< 5;n.p.;113;44,1
60-69 ans;6;94;43,5;10571;4886,4;< 5;n.p.;340;157,2
70-79 ans;< 5;59;40,8;6850;4740,2;< 5;n.p.;846;585,4
80 ans et +;< 5;40;39,8;12231;12159,1;< 5;n.p.;3500;3479,4
Manquant;< 5;< 5;;96;;0;;0;
Total;96;1770;85,7;148438;7186;13;* 0,6;4833;234
