No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,7,29,4,11,0,54,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,79,4,86,8,271,2.4 %
03,03 - Capitale-Nationale,4,520,216,32,322,27,1121,9.9 %
04,04 - Mauricie et Centre-du-Québec,5,153,270,22,110,5,565,5.0 %
05,05 - Estrie,3,126,85,17,114,12,357,3.1 %
06,06 - Montréal,206,2733,946,137,703,72,4797,42.2 %
07,07 - Outaouais,11,79,61,14,52,3,220,1.9 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,4,0,0,0,4,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,19,0,13,0,47,0.4 %
12,12 - Chaudière-Appalaches,5,125,104,6,125,5,370,3.3 %
13,13 - Laval,2,510,175,53,187,5,932,8.2 %
14,14 - Lanaudière,3,250,130,12,120,3,518,4.6 %
15,15 - Laurentides,64,177,125,53,82,14,515,4.5 %
16,16 - Montérégie,15,620,400,62,465,9,1571,13.8 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,4,0,0,1,5,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),321,5409,2655,416,2391,164,11356,
9999,Ensemble du Québec (%),2.8 %,47.6 %,23.4 %,3.7 %,21.1 %,1.4 %,.,100.0 %

