Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;67;61;4748;4322,6;0;;0;
5-9 ans;n.d.;50;46,5;6260;5818,9;0;;0;
10-19 ans;n.d.;141;70,9;14489;7284;0;;0;
20-29 ans;n.d.;153;47;22288;6845,7;0;;< 5;n.p.
30-39 ans;n.d.;119;36,3;20273;6176,8;0;;7;n.p.
40-49 ans;n.d.;94;33,9;19679;7089,1;0;;22;* 7,9
50-59 ans;n.d.;74;28,8;16173;6305,3;< 5;n.p.;102;39,8
60-69 ans;n.d.;28;* 12,9;9868;4561,5;< 5;n.p.;327;151,2
70-79 ans;n.d.;20;* 13,8;6438;4455,1;< 5;n.p.;832;575,7
80 ans et +;n.d.;15;* 14,9;11937;11866,9;< 5;n.p.;3464;3443,6
Manquant;n.d.;0;;93;;0;;0;
Total;36;761;36,8;132246;6402,1;7;n.p.;4757;230,3
