,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,14369,104,14330,39,98,0,13231,1040,197738.33333,7266.67,526.15,49.56,66
02,02 - Saguenay-Lac-Saint-Jean,23825,87,23466,359,337,2,22705,783,278600,8551.69,281.05,120.96,68
03,03 - Capitale-Nationale,72591,229,72226,365,1369,1,68705,2517,761103.66667,9537.60,328.34,179.87,223
04,04 - Mauricie et Centre-du-Québec,47849,121,47610,239,847,2,45477,1525,527666.66667,9068.04,287.58,160.52,124
05,05 - Estrie,41358,78,40833,525,536,2,40103,719,502406,8231.99,141.54,106.69,95
06,06 - Montréal,279596,323,276244,3352,5301,4,270847,3448,2061667.3333,13561.64,166.45,257.12,408
07,07 - Outaouais,35051,70,34606,445,286,0,34087,678,405378.66667,8646.48,165.47,70.55,60
08,08 - Abitibi-Témiscamingue,7295,53,7256,39,60,2,6849,386,147876.33333,4933.18,260.91,40.57,47
09,09 - Côte-Nord,5104,52,5077,27,26,0,4542,536,90082.333333,5665.93,597.76,28.86,33
10,10 - Nord-du-Québec,985,7,801,184,2,0,964,19,13383.666667,7359.72,142.81,14.94,6
11,11 - Gaspésie-Îles-de-la-Madeleine,5213,40,5177,36,54,1,4886,273,90783.333333,5742.24,300.34,59.48,25
12,12 - Chaudière-Appalaches,51443,134,51163,280,525,0,49502,1416,434525.66667,11838.89,324.35,120.82,121
13,13 - Laval,65574,90,63613,1961,1037,1,63729,808,445993.33333,14702.91,179.51,232.51,71
14,14 - Lanaudière,62082,89,61368,714,714,1,60286,1082,530581,11700.76,201.49,134.57,93
15,15 - Laurentides,68352,170,67745,607,691,0,66165,1496,640046.66667,10679.22,230.61,107.96,136
16,16 - Montérégie,127746,197,125841,1905,1996,1,123397,2353,1452381.3333,8795.62,160.42,137.43,229
17,17 - Nunavik,2658,6,2654,4,10,0,2528,120,14619,18181.82,806.94,68.40,16
18,18 - Terres-Cries-de-la-Baie-James,2095,11,1876,219,12,0,2024,59,18660.333333,11227.02,311.00,64.31,8
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2572,0,2564,8,2,0,2546,24,.,.,.,.,0
999,Ensemble du Québec,915762,1861,904453,11309,13903,17,882577,19282,8613493.6667,10631.71,222.21,161.41,1829

