No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,169,8,26,0,219,1.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,166,194,11,154,12,537,3.1 %
03,03 - Capitale-Nationale,9,675,484,42,505,41,1756,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,158,909,23,114,5,1213,7.0 %
05,05 - Estrie,4,213,297,29,216,17,776,4.5 %
06,06 - Montréal,219,2893,1558,162,841,82,5755,33.3 %
07,07 - Outaouais,11,105,162,15,74,9,376,2.2 %
08,08 - Abitibi-Témiscamingue,3,42,62,6,19,1,133,0.8 %
09,09 - Côte-Nord,0,0,58,0,1,0,59,0.3 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,64,0,13,0,93,0.5 %
12,12 - Chaudière-Appalaches,5,198,324,11,206,6,750,4.3 %
13,13 - Laval,6,568,328,61,228,12,1203,7.0 %
14,14 - Lanaudière,3,344,313,26,189,6,881,5.1 %
15,15 - Laurentides,64,289,370,68,129,14,934,5.4 %
16,16 - Montérégie,16,737,1078,80,645,13,2569,14.9 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),347,6417,6407,542,3360,219,17292,
9999,Ensemble du Québec (%),2.0 %,37.1 %,37.1 %,3.1 %,19.4 %,1.3 %,.,100.0 %

