Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;5;63;57,4;9900;9012,9;0;;0;
5-9 ans;0;33;* 30,7;15108;14043,5;0;;0;
10-19 ans;5;86;43,2;30787;15477,5;0;;0;
20-29 ans;21;374;114,9;59803;18368,2;0;;5;n.p.
30-39 ans;24;507;154,5;54368;16564,9;0;;12;* 3,7
40-49 ans;24;437;157,4;46980;16923,9;0;;35;* 12,6
50-59 ans;28;403;157,1;35985;14029,2;< 5;n.p.;150;58,5
60-69 ans;11;319;147,5;20961;9689,2;< 5;n.p.;401;185,4
70-79 ans;18;253;175,1;12790;8850,7;5;n.p.;969;670,6
80 ans et +;13;405;402,6;19907;19790;14;* 13,9;3895;3872,1
Manquant;0;< 5;;218;;0;;0;
Total;149;2884;139,6;306807;14852,8;27;* 1,3;5467;264,7
