,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4738,16,4716,22,64,0,4541,133,196934.5,2405.88,67.58,32.50,11
02,02 - Saguenay-Lac-Saint-Jean,11807,26,11583,224,275,0,11336,196,277505,4254.70,70.66,99.10,29
03,03 - Capitale-Nationale,36740,87,36381,359,1140,0,34808,792,757803,4848.23,104.19,150.43,63
04,04 - Mauricie et Centre-du-Québec,19914,137,19675,239,577,0,18347,990,523331.5,3805.24,188.82,110.26,95
05,05 - Estrie,22359,174,21834,525,386,0,20401,1572,494966.5,4517.28,316.44,77.99,200
06,06 - Montréal,161806,461,158819,2987,4867,1,152801,4138,2072060.5,7808.94,199.09,234.89,360
07,07 - Outaouais,14942,37,14498,444,223,0,14478,241,402744,3710.05,59.59,55.37,23
08,08 - Abitibi-Témiscamingue,1577,3,1544,33,13,0,1511,53,147637,1068.16,35.89,8.81,11
09,09 - Côte-Nord,839,1,816,23,5,0,827,7,89700.5,935.33,7.83,5.57,2
10,10 - Nord-du-Québec,139,0,137,2,0,0,138,1,13521.5,1027.99,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2362,2,2339,23,48,0,2290,24,89823,2629.62,26.77,53.44,1
12,12 - Chaudière-Appalaches,25856,119,25584,272,387,0,24453,1016,431109.5,5997.55,235.23,89.77,123
13,13 - Laval,39861,82,37897,1964,941,0,37850,1070,444658.5,8964.41,239.60,211.62,104
14,14 - Lanaudière,29915,74,29204,711,537,0,28465,913,522367,5726.82,174.02,102.80,72
15,15 - Laurentides,28712,122,28107,605,533,0,27136,1043,630238,4555.74,164.64,84.57,134
16,16 - Montérégie,63495,281,61575,1920,1608,2,59894,1993,1438226,4414.81,138.05,111.80,177
17,17 - Nunavik,1058,0,1054,4,1,0,1012,45,14336.5,7379.76,312.22,6.98,8
18,18 - Terres-Cries-de-la-Baie-James,146,0,146,0,5,0,140,1,18507,788.89,5.37,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1339,6,1332,7,1,0,1315,23,.,.,.,.,3
999,Ensemble du Québec,467609,1628,457244,10365,11611,3,441747,14251,8565469.5,5459.23,165.87,135.56,1416

