,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4983,74,4960,23,64,0,4645,274,197776,2519.52,138.69,32.36,9
02,02 - Saguenay-Lac-Saint-Jean,12109,46,11885,224,276,0,11529,304,278602,4346.34,109.26,99.07,34
03,03 - Capitale-Nationale,38017,239,37658,359,1141,0,35392,1484,758366,5013.01,195.35,150.46,127
04,04 - Mauricie et Centre-du-Québec,21368,262,21128,240,582,0,19091,1695,526357.5,4059.60,321.61,110.57,162
05,05 - Estrie,24332,429,23807,525,389,0,21533,2410,499619.5,4870.11,480.37,77.86,214
06,06 - Montréal,168696,1455,165711,2985,4874,1,155789,8033,2056759,8202.03,393.07,236.97,500
07,07 - Outaouais,15568,140,15124,444,223,0,14709,636,403199,3861.12,157.03,55.31,64
08,08 - Abitibi-Témiscamingue,1676,25,1643,33,14,0,1556,106,147844,1133.63,71.72,9.47,8
09,09 - Côte-Nord,920,14,896,24,5,0,833,82,90289.5,1018.94,91.06,5.54,0
10,10 - Nord-du-Québec,140,0,138,2,0,0,138,2,13423.5,1042.95,14.95,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2403,9,2380,23,48,0,2317,38,90727,2648.61,41.87,52.91,4
12,12 - Chaudière-Appalaches,27654,213,27382,272,389,1,25238,2027,433504,6379.18,466.81,89.73,112
13,13 - Laval,41236,203,39268,1968,943,0,38729,1564,443929,9288.87,351.29,212.42,159
14,14 - Lanaudière,31360,328,30649,711,537,0,29255,1568,527366.5,5946.53,295.65,101.83,141
15,15 - Laurentides,30385,368,29780,605,534,0,27940,1911,635711,4779.69,298.67,84.00,142
16,16 - Montérégie,66840,761,64923,1917,1614,1,61287,3939,1445165.5,4625.08,271.48,111.68,293
17,17 - Nunavik,1062,1,1058,4,3,0,1053,6,14493,7327.68,41.03,20.70,3
18,18 - Terres-Cries-de-la-Baie-James,151,0,151,0,5,0,140,6,18505,816.00,32.15,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1390,4,1383,7,1,0,1331,58,.,.,.,.,2
999,Ensemble du Québec,490294,4571,479927,10367,11642,3,452509,26143,8581637,5713.29,304.39,135.66,1974

