Arrondissement ou ville liée;Nombre de cas confirmés;Répartition des cas (%);Taux de cas pour 100 000 personnes;Nombre de décès;Taux de mortalité pour 100 000 personnes
Ahuntsic–Cartierville;2851;8,2;2123,7;360;268,2
Anjou;873;2,5;2039,9;51;119,2
Baie D'urfé;33;0,1;*863,2;< 5;n.p.
Beaconsfield;81;0,2;419,2;9;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;2808;8,1;1686,3;261;156,7
Côte-Saint-Luc;687;2;2117,2;65;200,3
Dollard-des-Ormeaux;567;1,6;1159,5;83;169,7
Dorval;224;0,6;1180,2;50;263,4
Hampstead;87;0,3;1247,7;< 5;n.p.
Kirkland;154;0,4;764,2;23;*114,1
Lachine;767;2,2;1724;100;224,8
LaSalle;1427;4,1;1856,8;183;238,1
L'Île-Bizard–Sainte-Geneviève;249;0,7;1352,3;46;249,8
Mercier–Hochelaga-Maisonneuve;2842;8,2;2089,3;373;274,2
Montréal Est;56;0,2;1454,5;5;n.p.
Montréal-Nord;3023;8,7;3588,8;248;294,4
Montréal-Ouest;37;0,1;732,7;< 5;n.p.
Mont-Royal;324;0,9;1597,9;77;379,8
Outremont;480;1,4;2003,8;12;*50,1
Pierrefonds–Roxboro;712;2,1;1027,5;39;56,3
Plateau Mont-Royal;1483;4,3;1426;141;135,6
Pointe-Claire;260;0,8;828,6;41;130,7
Rivière-des-Prairies–Pointe-aux-Trembles;2582;7,4;2418,9;242;226,7
Rosemont–La Petite Patrie;2094;6;1500,1;239;171,2
Sainte-Anne-de-Bellevue;21;0,1;*423,6;< 5;n.p.
Saint-Laurent;1452;4,2;1469,2;120;121,4
Saint-Léonard;1489;4,3;1901,5;62;79,2
Senneville;< 5;0;n.p.;0;
Sud-Ouest;1274;3,7;1630,2;182;232,9
Verdun;1149;3,3;1659,7;159;229,7
Ville-Marie;1488;4,3;1668,7;87;97,6
Villeray–Saint-Michel–Parc-Extension;2848;8,2;1979,8;133;92,5
Westmount;239;0,7;1176,6;37;182,2
Territoire à confirmer;833;;;45;
Total à Montréal;35496;;1718,4;3484;168,7
