No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,70,70,1,76,8,226,2.7 %
3,03 - Capitale-Nationale,3,368,99,9,212,16,707,8.4 %
4,04 - Mauricie et Centre-du-Québec,6,124,125,20,84,5,364,4.3 %
5,05 - Estrie,1,96,23,10,45,8,183,2.2 %
6,06 - Montréal,199,2569,461,112,504,50,3895,46.5 %
7,07 - Outaouais,7,40,28,11,33,0,119,1.4 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.0 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,16,0,13,0,43,0.5 %
12,12 - Chaudière-Appalaches,5,76,47,6,56,4,194,2.3 %
13,13 - Laval,2,473,86,50,150,6,767,9.2 %
14,14 - Lanaudière,3,226,76,7,84,2,398,4.7 %
15,15 - Laurentides,59,133,66,31,64,12,365,4.4 %
16,16 - Montérégie,13,502,198,48,311,13,1085,12.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),302,4698,1306,309,1639,125,8379,
9999,Ensemble du Québec (%),3.6 %,56.1 %,15.6 %,3.7 %,19.6 %,1.5 %,           .,100.0 %
