Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;124;112,9;4670;4251,6;0;;0;
5-9 ans;n.d.;158;146,9;6195;5758,5;0;;0;
10-19 ans;n.d.;396;199,1;14336;7207,1;0;;0;
20-29 ans;n.d.;515;158,2;22040;6769,5;0;;< 5;n.p.
30-39 ans;n.d.;329;100,2;20086;6119,8;0;;7;n.p.
40-49 ans;n.d.;334;120,3;19536;7037,6;< 5;n.p.;22;* 7,9
50-59 ans;n.d.;263;102,5;16069;6264,7;< 5;n.p.;100;39
60-69 ans;n.d.;93;43;9815;4537;< 5;n.p.;324;149,8
70-79 ans;n.d.;63;43,6;6411;4436,4;< 5;n.p.;828;573
80 ans et +;n.d.;42;41,8;11919;11849;11;* 10,9;3457;3436,7
Manquant;n.d.;0;;96;;0;;0;
Total;79;2317;112,2;131173;6350,2;20;* 1;4741;229,5
