Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;143;130,2;4639;4223,3;0;;0;
5-9 ans;n.d.;201;186,8;6181;5745,5;0;;0;
10-19 ans;n.d.;480;241,3;14244;7160,8;0;;0;
20-29 ans;n.d.;602;184,9;21903;6727,4;0;;< 5;n.p.
30-39 ans;n.d.;392;119,4;19990;6090,6;0;;7;n.p.
40-49 ans;n.d.;389;140,1;19420;6995,8;< 5;n.p.;22;* 7,9
50-59 ans;n.d.;343;133,7;16000;6237,8;< 5;n.p.;100;39
60-69 ans;n.d.;144;66,6;9789;4524,9;5;n.p.;322;148,8
70-79 ans;n.d.;77;53,3;6394;4424,7;6;n.p.;827;572,3
80 ans et +;n.d.;63;62,6;11906;11836;13;* 12,9;3452;3431,7
Manquant;n.d.;0;;96;;0;;0;
Total;96;2834;137,2;130562;6320,6;29;* 1,4;4733;229,1
