,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1549,3,1532,17,30,0,1485,34,196934.5,786.56,17.28,15.23
02,02 - Saguenay-Lac-Saint-Jean,8817,0,8627,190,264,0,8538,15,277505,3177.24,5.41,95.13
03,03 - Capitale-Nationale,22339,43,22003,336,979,3,21087,273,757803,2947.86,35.91,129.19
04,04 - Mauricie et Centre-du-Québec,12736,5,12505,231,499,1,12083,154,523331.5,2433.64,29.37,95.35
05,05 - Estrie,11499,32,11051,448,302,2,10975,222,494966.5,2323.19,44.69,61.01
06,06 - Montréal,105520,414,102661,2859,4499,4,97014,4007,2072060.5,5092.52,192.79,217.13
07,07 - Outaouais,6249,19,5843,406,159,0,5927,163,402744,1551.61,40.30,39.48
08,08 - Abitibi-Témiscamingue,829,9,796,33,7,0,775,47,147637,561.51,31.83,4.74
09,09 - Côte-Nord,354,1,339,15,3,0,346,5,89700.5,394.65,5.59,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1706,0,1687,19,45,0,1659,2,89823,1899.29,2.23,50.10
12,12 - Chaudière-Appalaches,11682,9,11416,266,287,0,11316,79,431109.5,2709.75,18.29,66.57
13,13 - Laval,24448,81,22929,1519,868,0,22827,753,444658.5,5498.15,168.62,195.21
14,14 - Lanaudière,20151,53,19440,711,492,0,19071,588,522367,3857.63,112.08,94.19
15,15 - Laurentides,16209,62,15608,601,467,1,15247,495,630238,2571.89,78.14,74.10
16,16 - Montérégie,41555,82,39823,1732,1469,0,39044,1042,1438226,2889.32,72.18,102.14
17,17 - Nunavik,41,0,39,2,0,0,40,1,14336.5,285.98,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,113,4,18507,643.00,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,251,2,247,4,0,0,247,4,.,.,.,.
999,Ensemble du Québec,286145,815,276754,9391,10372,11,267885,7888,8565469.5,3340.68,91.81,121.09

