Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      1487,       831,       55.9,       314,       21.1,       342,       23.0,        30,n.d.,n.d.,n.d.,n.d.,        28,       93.3
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,      8602,      4272,       49.7,      1934,       22.5,      2396,       27.9,       262,        12,        4.6,        20,        7.6,       230,       87.8
Région,RSS03,03 - Capitale-Nationale,     20918,     11454,       54.8,      4047,       19.3,      5417,       25.9,       960,        25,        2.6,        80,        8.3,       855,       89.1
Région,RSS04,04 - Mauricie et Centre-du-Québec,     12147,      6703,       55.2,      2407,       19.8,      3037,       25.0,       492,        16,        3.3,        25,        5.1,       451,       91.7
Région,RSS05,05 - Estrie,     10787,      6126,       56.8,      2122,       19.7,      2539,       23.5,       292,n.d.,n.d.,n.d.,n.d.,       265,       90.8
Région,RSS06,06 - Montréal,     90732,     50155,       55.3,     16587,       18.3,     23990,       26.4,      4393,       126,        2.9,       231,        5.3,      4036,       91.9
Région,RSS07,07 - Outaouais,      5493,      3183,       57.9,       958,       17.4,      1352,       24.6,       156,n.d.,n.d.,n.d.,n.d.,       140,       89.7
Région,RSS08,08 - Abitibi-Témiscamingue,       771,       452,       58.6,       186,       24.1,       133,       17.3,         7,n.d.,n.d.,n.d.,n.d.,         5,       71.4
Région,RSS09,09 - Côte-Nord,       328,       208,       63.4,        65,       19.8,        55,       16.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,        85,        46,       54.1,        15,       17.6,        24,       28.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1662,       813,       48.9,       357,       21.5,       492,       29.6,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     11302,      6492,       57.4,      2258,       20.0,      2552,       22.6,       285,         8,        2.8,        25,        8.8,       252,       88.4
Région,RSS13,13 - Laval,     22901,     13598,       59.4,      4607,       20.1,      4696,       20.5,       854,         9,        1.1,        57,        6.7,       788,       92.3
Région,RSS14,14 - Lanaudière,     19290,     11303,       58.6,      3984,       20.7,      4003,       20.8,       486,        18,        3.7,        29,        6.0,       439,       90.3
Région,RSS15,15 - Laurentides,     15430,      8944,       58.0,      3037,       19.7,      3449,       22.4,       458,        19,        4.1,        31,        6.8,       408,       89.1
Région,RSS16,16 - Montérégie,     38947,     21600,       55.5,      7776,       20.0,      9571,       24.6,      1450,        45,        3.1,        89,        6.1,      1316,       90.8
Région,RSS17,17 - Nunavik,        37,        20,       54.1,         5,       13.5,        12,       32.4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    261046,    146279,       56.0,     50676,       19.4,     64091,       24.6,     10175,       291,        2.9,       628,        6.2,      9256,       91.0
Groupe d'âge,0_9,Moins de 10 ans,     18874,     15910,       84.3,      2398,       12.7,       566,        3.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     30259,     25015,       82.7,      4398,       14.5,       846,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     36556,     29436,       80.5,      5351,       14.6,      1769,        4.8,         6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     34895,     24179,       69.3,      7389,       21.2,      3327,        9.5,        14,n.d.,n.d.,n.d.,n.d.,        10,       71.4
Groupe d'âge,40_49,40-49 ans,     39018,     24121,       61.8,      9464,       24.3,      5433,       13.9,        33,         9,       27.3,         6,       18.2,        18,       54.5
Groupe d'âge,50_59,50-59 ans,     35854,     17668,       49.3,     10278,       28.7,      7908,       22.1,       165,        26,       15.8,        21,       12.7,       118,       71.5
Groupe d'âge,60_69,60-69 ans,     22357,      7285,       32.6,      6235,       27.9,      8837,       39.5,       586,        44,        7.5,        56,        9.6,       486,       82.9
Groupe d'âge,70_79,70-79 ans,     15373,      1781,       11.6,      2792,       18.2,     10800,       70.3,      1917,        65,        3.4,       151,        7.9,      1701,       88.7
Groupe d'âge,80_89,80-89 ans,     17298,       628,        3.6,      1666,        9.6,     15004,       86.7,      4057,        66,        1.6,       238,        5.9,      3753,       92.5
Groupe d'âge,90_,90 ans et plus,     10562,       256,        2.4,       705,        6.7,      9601,       90.9,      3396,        75,        2.2,       153,        4.5,      3168,       93.3
