No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,6,4,4,6,0,23,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,52,54,1,45,6,159,2.2 %
3,03 - Capitale-Nationale,3,272,86,5,115,10,491,6.7 %
4,04 - Mauricie et Centre-du-Québec,6,124,66,19,61,5,281,3.8 %
5,05 - Estrie,1,29,18,1,31,5,85,1.2 %
6,06 - Montréal,192,2503,383,105,452,47,3682,50.1 %
7,07 - Outaouais,6,21,20,11,28,2,88,1.2 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,14,0,13,0,41,0.6 %
12,12 - Chaudière-Appalaches,5,49,37,6,47,4,148,2.0 %
13,13 - Laval,2,472,67,43,142,6,732,10.0 %
14,14 - Lanaudière,3,202,62,6,76,2,351,4.8 %
15,15 - Laurentides,59,120,59,30,62,12,342,4.7 %
16,16 - Montérégie,13,428,163,41,261,13,919,12.5 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),294,4292,1038,272,1340,113,7349,
9999,Ensemble du Québec (%),4.0 %,58.4 %,14.1 %,3.7 %,18.2 %,1.5 %,           .,100.0 %
