,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1035,16,1022,13,23,0,796,216,197074,525.18,109.60,11.67
02,02 - Saguenay–Lac-Saint-Jean,5980,71,5818,162,159,5,5090,731,277632,2153.93,263.30,57.27
03,03 - Capitale-Nationale,13362,230,13104,258,491,5,10972,1899,755459,1768.73,251.37,64.99
04,04 - Mauricie et Centre-du-Québec,7667,86,7458,209,281,3,6402,984,522341,1467.82,188.38,53.80
05,05 - Estrie,5603,111,5279,324,85,3,4524,994,493163,1136.14,201.56,17.24
06,06 - Montréal,55260,478,52492,2768,3682,5,47020,4558,2065657,2675.18,220.66,178.25
07,07 - Outaouais,3806,37,3517,289,88,1,3424,294,401032,949.05,73.31,21.94
08,08 - Abitibi-Témiscamingue,293,0,261,32,4,0,264,25,147616,198.49,16.94,2.71
09,09 - Côte-Nord,216,3,203,13,2,0,208,6,90033,239.91,6.66,2.22
10,10 - Nord-du-Québec,55,0,53,2,0,0,54,1,13558,405.66,7.38,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1447,14,1428,19,41,0,1331,75,89998,1607.81,83.34,45.56
12,12 - Chaudière-Appalaches,6074,69,5833,241,148,1,5287,639,430309,1411.54,148.50,34.39
13,13 - Laval,12643,140,11407,1236,732,1,10742,1169,442745,2855.59,264.03,165.33
14,14 - Lanaudière,12319,97,11617,702,351,0,10757,1211,520092,2368.62,232.84,67.49
15,15 - Laurentides,8515,90,7919,596,342,1,7662,511,626968,1358.12,81.50,54.55
16,16 - Montérégie,22019,286,20713,1306,919,11,18996,2104,1432751,1536.83,146.85,64.14
17,17 - Nunavik,28,0,26,2,0,0,28,0,14260,196.35,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,16,0,16,0,1,0,15,0,18385,87.03,0.00,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,127,0,125,2,0,0,117,10,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,156468,1728,148294,8174,7349,36,133692,15427,8539073,1832.38,180.66,86.06
