,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,6846,366,6815,31,64,0,4962,1820,197776,3461.49,921.22,32.36,69
02,02 - Saguenay-Lac-Saint-Jean,13762,497,13528,234,277,0,11942,1543,278602,4939.66,554.57,99.42,40
03,03 - Capitale-Nationale,44000,978,43592,408,1143,0,37113,5744,758366,5801.95,756.12,150.72,277
04,04 - Mauricie et Centre-du-Québec,26820,668,26580,240,589,0,20959,5272,526357.5,5095.40,1000.32,111.90,280
05,05 - Estrie,28551,532,28026,525,403,3,24160,3988,499619.5,5714.55,794.90,80.66,266
06,06 - Montréal,199567,4378,196481,3086,4887,1,166728,27952,2056759,9702.98,1367.74,237.61,1764
07,07 - Outaouais,20025,645,19581,444,223,0,15737,4065,403199,4966.53,1003.68,55.31,154
08,08 - Abitibi-Témiscamingue,2568,154,2535,33,17,0,1695,856,147844,1736.97,579.20,11.50,34
09,09 - Côte-Nord,1336,116,1308,28,5,0,935,396,90289.5,1479.68,439.76,5.54,8
10,10 - Nord-du-Québec,173,6,171,2,0,0,143,30,13423.5,1288.78,224.27,0.00,2
11,11 - Gaspésie-Îles-de-la-Madeleine,2790,112,2762,28,48,0,2383,359,90727,3075.16,395.56,52.91,17
12,12 - Chaudière-Appalaches,32318,704,32046,272,392,0,27511,4415,433504,7455.06,1016.75,90.43,285
13,13 - Laval,46885,927,44917,1968,949,0,41083,4853,443929,10561.37,1090.05,213.77,353
14,14 - Lanaudière,38965,1012,38253,712,543,0,31637,6785,527366.5,7388.60,1279.31,102.96,406
15,15 - Laurentides,34577,641,33969,608,535,1,31027,3015,635711,5439.11,471.22,84.16,572
16,16 - Montérégie,84304,2332,82388,1916,1627,4,67379,15298,1445165.5,5833.52,1054.36,112.58,989
17,17 - Nunavik,1154,26,1150,4,3,0,1059,92,14493,7962.46,629.06,20.70,1
18,18 - Terres-Cries-de-la-Baie-James,291,51,282,9,5,0,147,139,18505,1572.55,744.79,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1671,43,1663,8,1,0,1426,244,.,.,.,.,11
999,Ensemble du Québec,586607,14188,576050,10557,11711,9,488030,86866,8581637,6835.61,1011.40,136.47,5528

