,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1570,5,1553,17,30,0,1510,30,196934.5,797.22,15.24,15.23
02,02 - Saguenay-Lac-Saint-Jean,8834,6,8644,190,264,0,8552,18,277505,3183.37,6.49,95.13
03,03 - Capitale-Nationale,22589,39,22253,336,990,1,21254,345,757803,2980.85,45.39,130.64
04,04 - Mauricie et Centre-du-Québec,12850,12,12619,231,508,1,12183,159,523331.5,2455.42,30.32,97.07
05,05 - Estrie,11657,16,11202,455,305,1,11140,212,494966.5,2355.11,42.68,61.62
06,06 - Montréal,107750,345,104888,2862,4532,3,99640,3578,2072060.5,5200.14,172.15,218.72
07,07 - Outaouais,6425,23,6013,412,163,2,6039,223,402744,1595.31,55.14,40.47
08,08 - Abitibi-Témiscamingue,861,4,828,33,7,0,808,46,147637,583.19,31.15,4.74
09,09 - Côte-Nord,354,-1,339,15,3,0,349,2,89700.5,394.65,2.24,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1709,0,1690,19,45,0,1661,3,89823,1902.63,3.35,50.10
12,12 - Chaudière-Appalaches,11727,18,11462,265,288,0,11385,54,431109.5,2720.19,12.50,66.80
13,13 - Laval,25074,107,23536,1538,871,1,23442,761,444658.5,5638.93,170.41,195.88
14,14 - Lanaudière,20545,71,19835,710,492,0,19492,561,522367,3933.06,106.93,94.19
15,15 - Laurentides,16607,75,16006,601,473,1,15677,457,630238,2635.04,72.14,75.05
16,16 - Montérégie,42115,77,40354,1761,1482,0,39799,834,1438226,2928.26,57.77,103.04
17,17 - Nunavik,44,0,42,2,0,0,42,2,14336.5,306.91,13.88,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,254,1,250,4,0,0,250,4,.,.,.,.
999,Ensemble du Québec,291175,798,281722,9453,10455,10,273430,7290,8565469.5,3399.41,84.85,122.06

