No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,73,4,85,8,264,2.5 %
03,03 - Capitale-Nationale,3,501,145,25,292,24,990,9.5 %
04,04 - Mauricie et Centre-du-Québec,6,151,223,21,102,5,508,4.9 %
05,05 - Estrie,3,125,53,17,96,11,305,2.9 %
06,06 - Montréal,202,2719,747,132,658,74,4532,43.3 %
07,07 - Outaouais,8,66,33,13,41,2,163,1.6 %
08,08 - Abitibi-Témiscamingue,0,0,6,0,1,0,7,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,104,69,6,100,4,288,2.8 %
13,13 - Laval,2,509,130,52,173,5,871,8.3 %
14,14 - Lanaudière,3,249,114,11,113,2,492,4.7 %
15,15 - Laurentides,64,175,91,50,79,14,473,4.5 %
16,16 - Montérégie,15,608,341,59,451,8,1482,14.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),314,5324,2052,394,2213,158,10455,
9999,Ensemble du Québec (%),3.0 %,50.9 %,19.6 %,3.8 %,21.2 %,1.5 %,.,100.0 %

