No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,168,n.d.,20742,809.95,n.d.
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,293,6,34840,840.99,17.20
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,123,12,19055.5,645.48,63.18
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,31,n.d.,8507,364.41,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,596,n.d.,57728,1032.43,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,82,0,17948.5,456.86,0.00
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,212,n.d.,20658.5,1026.21,n.d.
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,50,0,17455,286.45,0.00
01,01 - Bas-Saint-Laurent,,Total,1570,30,196934.5,797.22,15.24
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,321,5,31025,1034.65,16.14
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,684,n.d.,25019.5,2733.87,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2334,9,52281,4464.34,17.22
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2058,n.d.,67384,3054.14,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2809,n.d.,79237.5,3545.04,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,621,0,22558,2752.90,0.00
02,02 - Saguenay-Lac-Saint-Jean,,Total,8834,18,277505,3183.37,6.49
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1397,17,55121,2534.42,30.72
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,10561,139,321832.5,3281.52,43.08
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,9929,181,352784,2814.47,51.11
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,512,n.d.,28065.5,1824.30,n.d.
03,03 - Capitale-Nationale,,Total,22589,345,757803,2980.85,45.39
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,398,29,15002,2652.98,193.54
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,404,n.d.,25591.5,1578.65,n.d.
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,570,14,22969.5,2481.55,60.93
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1389,6,64680,2147.50,9.27
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3550,27,143710,2470.25,18.75
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,795,11,44674,1779.56,24.59
