,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3958,0,3932,26,53,0,3899,6,196934.5,2009.81,3.05,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11019,1,10798,221,271,0,10745,3,277505,3970.74,1.08,97.66,1
03,03 - Capitale-Nationale,32796,4,32443,353,1116,0,31645,35,757803,4327.77,4.60,147.27,3
04,04 - Mauricie et Centre-du-Québec,15195,1,14956,239,526,0,14652,17,523331.5,2903.51,3.24,100.51,1
05,05 - Estrie,14903,7,14385,518,352,0,14532,19,494966.5,3010.91,3.82,71.12,1
06,06 - Montréal,132857,14,129933,2924,4768,0,127768,321,2072060.5,6411.83,15.44,230.11,40
07,07 - Outaouais,12547,12,12100,447,215,0,12286,46,402744,3115.38,11.37,53.38,14
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1137,0,147637,776.23,0.00,6.10,0
09,09 - Côte-Nord,575,0,556,19,4,0,571,0,89700.5,641.02,0.00,4.46,0
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2065,0,2045,20,46,0,2016,3,89823,2298.97,3.35,51.21,1
12,12 - Chaudière-Appalaches,19275,2,18994,281,358,0,18903,14,431109.5,4471.02,3.24,83.04,2
13,13 - Laval,31676,7,29854,1822,913,0,30687,76,444658.5,7123.67,17.02,205.33,13
14,14 - Lanaudière,24059,4,23348,711,517,0,23499,43,522367,4605.77,8.20,98.97,6
15,15 - Laurentides,20998,0,20394,604,510,0,20471,17,630238,3331.76,2.68,80.92,0
16,16 - Montérégie,51437,13,49480,1957,1557,0,49778,102,1438226,3576.42,7.07,108.26,10
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,477,2,472,5,0,0,474,3,.,.,.,.,1
999,Ensemble du Québec,375262,67,365077,10185,11218,0,363339,705,8565469.5,4381.10,8.21,130.97,94

