,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3958,0,3932,26,53,0,3898,7,196934.5,2009.81,3.56,26.91,2
02,02 - Saguenay-Lac-Saint-Jean,11018,0,10797,221,271,0,10744,3,277505,3970.38,1.08,97.66,0
03,03 - Capitale-Nationale,32792,0,32439,353,1116,0,31642,34,757803,4327.25,4.47,147.27,1
04,04 - Mauricie et Centre-du-Québec,15194,3,14955,239,526,0,14651,17,523331.5,2903.32,3.24,100.51,3
05,05 - Estrie,14896,1,14378,518,352,0,14531,13,494966.5,3009.50,2.62,71.12,3
06,06 - Montréal,132843,17,129919,2924,4768,0,127728,347,2072060.5,6411.15,16.70,230.11,27
07,07 - Outaouais,12535,3,12088,447,215,0,12272,48,402744,3112.40,11.87,53.38,7
08,08 - Abitibi-Témiscamingue,1146,0,1113,33,9,0,1137,0,147637,776.23,0.00,6.10,1
09,09 - Côte-Nord,575,0,556,19,4,0,571,0,89700.5,641.02,0.00,4.46,1
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2065,0,2045,20,46,0,2015,4,89823,2298.97,4.46,51.21,0
12,12 - Chaudière-Appalaches,19273,1,18992,281,358,0,18901,14,431109.5,4470.56,3.24,83.04,1
13,13 - Laval,31669,10,29846,1823,913,0,30674,82,444658.5,7122.09,18.36,205.33,13
14,14 - Lanaudière,24055,3,23344,711,517,1,23493,45,522367,4605.00,8.58,98.97,7
15,15 - Laurentides,20998,1,20394,604,510,0,20471,17,630238,3331.76,2.68,80.92,4
16,16 - Montérégie,51424,10,49467,1957,1557,0,49768,99,1438226,3575.52,6.86,108.26,16
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,475,0,470,5,0,0,473,2,.,.,.,.,0
999,Ensemble du Québec,375195,49,365009,10186,11218,1,363245,732,8565469.5,4380.32,8.52,130.97,86

