No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,146,8,26,0,196,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,140,167,11,140,12,470,3.0 %
03,03 - Capitale-Nationale,7,640,416,41,485,36,1625,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,157,738,22,114,5,1040,6.5 %
05,05 - Estrie,4,187,215,26,187,16,635,4.0 %
06,06 - Montréal,217,2851,1452,159,814,79,5572,35.0 %
07,07 - Outaouais,11,95,132,15,66,5,324,2.0 %
08,08 - Abitibi-Témiscamingue,3,39,52,6,19,1,120,0.8 %
09,09 - Côte-Nord,0,0,49,0,1,0,50,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,53,0,13,0,82,0.5 %
12,12 - Chaudière-Appalaches,5,171,294,11,199,6,686,4.3 %
13,13 - Laval,6,553,289,59,218,11,1136,7.1 %
14,14 - Lanaudière,3,324,275,26,179,5,812,5.1 %
15,15 - Laurentides,63,261,286,64,110,14,798,5.0 %
16,16 - Montérégie,16,727,875,77,627,13,2335,14.7 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),342,6174,5473,525,3198,204,15916,
9999,Ensemble du Québec (%),2.1 %,38.8 %,34.4 %,3.3 %,20.1 %,1.3 %,.,100.0 %

