,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15231,64,15192,39,107,0,14374,750,197738.33333,7702.60,379.43,54.11,45
02,02 - Saguenay-Lac-Saint-Jean,24564,73,24205,359,358,1,23654,552,278600,8816.94,198.14,128.50,49
03,03 - Capitale-Nationale,74444,150,74081,363,1398,1,71543,1503,761103.66667,9781.06,196.07,183.68,127
04,04 - Mauricie et Centre-du-Québec,48986,103,48746,240,869,0,47042,1075,527666.66667,9283.51,202.72,164.69,72
05,05 - Estrie,42098,49,41573,525,540,0,41057,501,502406,8379.28,98.63,107.48,39
06,06 - Montréal,282261,220,278900,3361,5330,0,274718,2213,2061667.3333,13690.91,106.83,258.53,182
07,07 - Outaouais,35569,48,35124,445,288,0,34888,393,405378.66667,8774.27,95.91,71.04,38
08,08 - Abitibi-Témiscamingue,7745,51,7706,39,70,1,7413,262,147876.33333,5237.48,177.10,47.34,18
09,09 - Côte-Nord,5734,59,5707,27,35,1,5087,612,90082.333333,6365.29,682.52,38.85,22
10,10 - Nord-du-Québec,1063,9,869,194,4,0,1026,33,13383.666667,7942.52,248.05,29.89,10
11,11 - Gaspésie-Îles-de-la-Madeleine,5615,57,5579,36,57,0,5273,285,90783.333333,6185.06,313.55,62.79,6
12,12 - Chaudière-Appalaches,52696,122,52414,282,545,0,51059,1092,434525.66667,12127.25,250.13,125.42,83
13,13 - Laval,66154,36,64192,1962,1047,0,64676,431,445993.33333,14832.96,95.75,234.76,37
14,14 - Lanaudière,62785,76,62069,716,722,0,61440,623,530581,11833.25,116.01,136.08,68
15,15 - Laurentides,69708,98,69101,607,701,1,68049,958,640046.66667,10891.08,147.68,109.52,110
16,16 - Montérégie,129909,176,128004,1905,2029,1,126296,1584,1452381.3333,8944.55,107.99,139.70,136
17,17 - Nunavik,2719,3,2715,4,10,0,2678,31,14619,18599.08,208.46,68.40,6
18,18 - Terres-Cries-de-la-Baie-James,2273,33,2033,240,14,0,2110,149,18660.333333,12180.92,785.41,75.03,4
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2618,-1,2610,8,2,0,2595,21,.,.,.,.,1
999,Ensemble du Québec,932176,1426,920823,11353,14126,6,904982,13068,8613493.6667,10822.28,150.60,164.00,1053

