Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;10;114;103,8;5643;5137,4;0;;0;
5-9 ans;29;278;258,4;8030;7464,2;0;;0;
10-19 ans;18;241;121,2;16900;8496,1;0;;0;
20-29 ans;15;190;58,4;25983;7980,6;0;;< 5;n.p.
30-39 ans;22;256;78;23124;7045,4;0;;7;n.p.
40-49 ans;19;271;97,6;21911;7893,2;0;;24;* 8,6
50-59 ans;5;149;58,1;17480;6814,8;< 5;n.p.;114;44,4
60-69 ans;5;87;40,2;10593;4896,6;< 5;n.p.;340;157,2
70-79 ans;< 5;59;40,8;6873;4756,1;< 5;n.p.;846;585,4
80 ans et +;7;50;49,7;12251;12179;< 5;n.p.;3501;3480,4
Manquant;0;0;;88;;0;;0;
Total;134;1695;82,1;148876;7207,2;12;* 0,6;4835;234,1
