,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3942,6,3916,26,50,0,3846,46,196934.5,2001.68,23.37,25.39
02,02 - Saguenay-Lac-Saint-Jean,10996,2,10775,221,269,0,10666,61,277505,3962.45,21.99,96.94
03,03 - Capitale-Nationale,32687,7,32335,352,1111,0,31490,86,757803,4313.39,11.31,146.61
04,04 - Mauricie et Centre-du-Québec,15148,0,14909,239,520,0,14567,61,523331.5,2894.53,11.63,99.36
05,05 - Estrie,14830,11,14312,518,350,0,14376,104,494966.5,2996.16,20.94,70.71
06,06 - Montréal,131913,66,128993,2920,4754,1,126338,821,2072060.5,6366.27,39.50,229.43
07,07 - Outaouais,12340,12,11893,447,214,0,12022,104,402744,3063.98,25.71,53.14
08,08 - Abitibi-Témiscamingue,1134,1,1101,33,9,0,1104,21,147637,768.10,14.22,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,568,1,89700.5,637.68,1.12,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,108,1,13521.5,806.12,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2038,3,2018,20,45,0,1972,21,89823,2268.91,23.42,50.10
12,12 - Chaudière-Appalaches,19158,20,18877,281,356,0,18605,197,431109.5,4443.88,45.61,82.58
13,13 - Laval,31369,18,29556,1813,911,0,30337,121,444658.5,7054.63,27.10,204.88
14,14 - Lanaudière,23873,11,23162,711,516,0,23274,83,522367,4570.16,15.82,98.78
15,15 - Laurentides,20878,7,20274,604,505,0,20300,73,630238,3312.72,11.52,80.13
16,16 - Montérégie,51051,16,49098,1953,1551,0,49241,259,1438226,3549.58,17.94,107.84
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,449,0,444,5,0,0,441,8,.,.,.,.
999,Ensemble du Québec,372656,180,362490,10166,11167,1,359421,2068,8565469.5,4350.68,24.07,130.37

