Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;70;63,7;4717;4294,4;0;;0;
5-9 ans;n.d.;61;56,7;6230;5791;0;;0;
10-19 ans;n.d.;198;99,5;14425;7251,8;0;;0;
20-29 ans;n.d.;246;75,6;22234;6829,1;0;;< 5;n.p.
30-39 ans;n.d.;182;55,5;20223;6161,5;0;;7;n.p.
40-49 ans;n.d.;140;50,4;19637;7074;0;;22;* 7,9
50-59 ans;n.d.;110;42,9;16139;6292;< 5;n.p.;101;39,4
60-69 ans;n.d.;57;26,3;9858;4556,8;< 5;n.p.;327;151,2
70-79 ans;n.d.;24;* 16,6;6427;4447,5;< 5;n.p.;831;575,1
80 ans et +;n.d.;15;* 14,9;11930;11859,9;6;n.p.;3463;3442,7
Manquant;n.d.;0;;93;;0;;0;
Total;66;1103;53,4;131913;6386;14;* 0,7;4754;230,1
