Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;26;59;53,7;4879;4441,8;0;;0;
5-9 ans;102;172;159,9;6553;6091,3;0;;0;
10-19 ans;198;336;168,9;15096;7589,2;0;;0;
20-29 ans;337;641;196,9;23604;7249,9;0;;< 5;n.p.
30-39 ans;194;372;113,3;21042;6411,1;0;;7;n.p.
40-49 ans;133;223;80,3;20185;7271,4;0;;22;* 7,9
50-59 ans;60;122;47,6;16473;6422,2;0;;105;40,9
60-69 ans;37;73;33,7;10023;4633,1;0;;332;153,5
70-79 ans;12;24;* 16,6;6506;4502,2;0;;837;579,2
80 ans et +;7;11;* 10,9;11954;11883,8;0;;3468;3447,6
Manquant;0;0;;93;;0;;0;
Total;1106;2033;98,4;136408;6603,6;0;;4774;231,1
