Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      3852,      2403,       62.4,       769,       20.0,       680,       17.7,        53,n.d.,n.d.,n.d.,n.d.,        45,       84.9
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     10801,      5613,       52.0,      2436,       22.6,      2752,       25.5,       269,        13,        4.8,        21,        7.8,       235,       87.4
Région,RSS03,03 - Capitale-Nationale,     31288,     18158,       58.0,      6167,       19.7,      6963,       22.3,      1107,        32,        2.9,       100,        9.0,       975,       88.1
Région,RSS04,04 - Mauricie et Centre-du-Québec,     15150,      8801,       58.1,      2948,       19.5,      3401,       22.4,       557,        18,        3.2,        31,        5.6,       508,       91.2
Région,RSS05,05 - Estrie,     14465,      8551,       59.1,      2834,       19.6,      3080,       21.3,       348,        11,        3.2,        30,        8.6,       307,       88.2
Région,RSS06,06 - Montréal,    117885,     68707,       58.3,     21605,       18.3,     27573,       23.4,      4679,       150,        3.2,       273,        5.8,      4256,       91.0
Région,RSS07,07 - Outaouais,     11248,      7193,       63.9,      1908,       17.0,      2147,       19.1,       211,         6,        2.8,        19,        9.0,       186,       88.2
Région,RSS08,08 - Abitibi-Témiscamingue,      1144,       685,       59.9,       263,       23.0,       196,       17.1,         9,n.d.,n.d.,n.d.,n.d.,         6,       66.7
Région,RSS09,09 - Côte-Nord,       552,       363,       65.8,       103,       18.7,        86,       15.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       110,        65,       59.1,        19,       17.3,        26,       23.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2009,      1042,       51.9,       415,       20.7,       552,       27.5,        47,n.d.,n.d.,n.d.,n.d.,        42,       89.4
Région,RSS12,12 - Chaudière-Appalaches,     18815,     11449,       60.9,      3673,       19.5,      3693,       19.6,       365,        10,        2.7,        36,        9.9,       319,       87.4
Région,RSS13,13 - Laval,     31184,     19238,       61.7,      6240,       20.0,      5706,       18.3,       908,        16,        1.8,        64,        7.0,       828,       91.2
Région,RSS14,14 - Lanaudière,     23757,     14299,       60.2,      4874,       20.5,      4584,       19.3,       513,        21,        4.1,        31,        6.0,       461,       89.9
Région,RSS15,15 - Laurentides,     20775,     12580,       60.6,      4089,       19.7,      4106,       19.8,       506,        26,        5.1,        37,        7.3,       443,       87.5
Région,RSS16,16 - Montérégie,     49621,     28788,       58.0,      9901,       20.0,     10932,       22.0,      1546,        51,        3.3,       105,        6.8,      1390,       89.9
Région,RSS17,17 - Nunavik,        45,        22,       48.9,         7,       15.6,        16,       35.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       109,        64,       58.7,        16,       14.7,        29,       26.6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    352854,    208056,       59.0,     68273,       19.3,     76525,       21.7,     11124,       360,        3.2,       760,        6.8,     10004,       89.9
Groupe d'âge,0_9,Moins de 10 ans,     29661,     25289,       85.3,      3569,       12.0,       803,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     44878,     37156,       82.8,      6459,       14.4,      1263,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     51263,     41413,       80.8,      7407,       14.4,      2443,        4.8,         7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     48368,     33849,       70.0,     10116,       20.9,      4403,        9.1,        20,n.d.,n.d.,n.d.,n.d.,        15,       75.0
Groupe d'âge,40_49,40-49 ans,     53003,     33288,       62.8,     12672,       23.9,      7043,       13.3,        47,        13,       27.7,        11,       23.4,        23,       48.9
Groupe d'âge,50_59,50-59 ans,     47626,     23851,       50.1,     13574,       28.5,     10201,       21.4,       204,        35,       17.2,        31,       15.2,       138,       67.6
Groupe d'âge,60_69,60-69 ans,     29283,      9842,       33.6,      8244,       28.2,     11197,       38.2,       709,        64,        9.0,        85,       12.0,       560,       79.0
Groupe d'âge,70_79,70-79 ans,     18460,      2318,       12.6,      3553,       19.2,     12589,       68.2,      2170,        79,        3.6,       198,        9.1,      1893,       87.2
Groupe d'âge,80_89,80-89 ans,     19080,       768,        4.0,      1911,       10.0,     16401,       86.0,      4357,        83,        1.9,       262,        6.0,      4012,       92.1
Groupe d'âge,90_,90 ans et plus,     11232,       282,        2.5,       768,        6.8,     10182,       90.7,      3608,        78,        2.2,       170,        4.7,      3360,       93.1
