,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,9161,345,9124,37,65,1,5954,3142,197738.33333,4632.89,1589.57,32.87,172
02,02 - Saguenay-Lac-Saint-Jean,16381,469,16129,252,281,0,12838,3262,278600,5879.76,1170.87,100.86,138
03,03 - Capitale-Nationale,50785,914,50425,360,1150,5,40682,8953,761103.66667,6672.55,1167.92,151.10,396
04,04 - Mauricie et Centre-du-Québec,32879,326,32639,240,602,2,25593,6684,527666.66667,6231.02,1260.45,114.09,584
05,05 - Estrie,31850,588,31325,525,420,10,26848,4582,502406,6339.49,902.01,83.60,205
06,06 - Montréal,223703,3784,220522,3181,4899,3,186551,32253,2061667.3333,10850.59,1557.00,237.62,2345
07,07 - Outaouais,25893,781,25451,442,224,0,18335,7334,405378.66667,6387.36,1789.92,55.26,428
08,08 - Abitibi-Témiscamingue,3514,150,3480,34,21,1,2166,1327,147876.33333,2376.31,896.98,14.20,70
09,09 - Côte-Nord,2062,133,2035,27,5,0,1105,952,90082.333333,2289.02,1061.69,5.55,20
10,10 - Nord-du-Québec,266,9,259,7,0,0,168,98,13383.666667,1987.50,736.62,0.00,3
11,11 - Gaspésie-Îles-de-la-Madeleine,3451,104,3415,36,48,0,2555,848,90783.333333,3801.36,932.93,52.87,32
12,12 - Chaudière-Appalaches,37410,1144,37137,273,400,1,30128,6882,434525.66667,8609.39,1576.38,92.05,273
13,13 - Laval,52895,882,50927,1968,954,2,44993,6948,445993.33333,11860.04,1543.58,213.90,512
14,14 - Lanaudière,46651,932,45936,715,550,1,36665,9436,530581,8792.44,1757.14,103.66,749
15,15 - Laurentides,39467,982,38859,608,536,0,36342,2589,640046.66667,6166.27,399.09,83.74,376
16,16 - Montérégie,100064,2771,98150,1914,1654,12,79020,19390,1452381.3333,6889.65,1321.91,113.88,1361
17,17 - Nunavik,1313,37,1309,4,5,1,1092,216,14619,8981.46,1452.49,34.20,2
18,18 - Terres-Cries-de-la-Baie-James,573,82,502,71,5,0,213,355,18660.333333,3070.68,1871.28,26.79,4
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1986,53,1978,8,1,0,1610,375,.,.,.,.,29
999,Ensemble du Québec,680308,14486,669605,10703,11820,39,552862,115626,8613493.6667,7898.17,1332.53,137.23,7699

