,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,6176,247,6149,27,64,0,4830,1282,197776,3122.72,648.90,32.36,61
02,02 - Saguenay-Lac-Saint-Jean,13111,193,12882,229,277,0,11864,970,278602,4706.00,348.63,99.42,60
03,03 - Capitale-Nationale,42213,631,41829,384,1143,1,36598,4472,758366,5566.31,588.68,150.72,206
04,04 - Mauricie et Centre-du-Québec,25660,1372,25419,241,588,1,20466,4606,526357.5,4875.01,873.95,111.71,268
05,05 - Estrie,27597,263,27071,526,400,6,23641,3556,499619.5,5523.60,708.79,80.06,349
06,06 - Montréal,191363,3759,188309,3054,4883,1,163466,23014,2056759,9304.10,1126.11,237.41,1655
07,07 - Outaouais,18063,1006,17619,444,223,0,15416,2424,403199,4479.92,598.50,55.31,159
08,08 - Abitibi-Témiscamingue,2311,106,2278,33,16,1,1642,653,147844,1563.13,441.84,10.82,26
09,09 - Côte-Nord,1149,45,1123,26,5,0,904,240,90289.5,1272.57,266.52,5.54,18
10,10 - Nord-du-Québec,163,5,161,2,0,0,140,23,13423.5,1214.29,171.94,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2623,69,2597,26,48,0,2361,214,90727,2891.09,235.79,52.91,9
12,12 - Chaudière-Appalaches,31092,524,30821,271,392,1,26978,3722,433504,7172.25,857.16,90.43,308
13,13 - Laval,44982,565,43015,1967,948,1,40392,3642,443929,10132.70,818.04,213.55,322
14,14 - Lanaudière,36914,1120,36203,711,542,1,30896,5476,527366.5,6999.69,1032.50,102.77,317
15,15 - Laurentides,33474,473,32866,608,534,0,30047,2893,635711,5265.60,452.15,84.00,465
16,16 - Montérégie,79491,2366,77578,1913,1620,2,65610,12261,1445165.5,5500.48,845.04,112.10,930
17,17 - Nunavik,1108,11,1104,4,3,0,1057,48,14493,7645.07,328.21,20.70,0
18,18 - Terres-Cries-de-la-Baie-James,199,36,196,3,5,0,147,47,18505,1075.39,251.84,27.02,1
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1577,42,1569,8,1,0,1395,181,.,.,.,.,8
999,Ensemble du Québec,559270,12833,548792,10478,11692,15,477854,69724,8581637,6517.05,811.81,136.24,5162

