No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,7,28,4,11,0,53,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,79,4,86,8,271,2.4 %
03,03 - Capitale-Nationale,4,520,214,32,322,27,1119,9.9 %
04,04 - Mauricie et Centre-du-Québec,5,152,268,22,110,5,562,5.0 %
05,05 - Estrie,3,126,83,17,114,12,355,3.1 %
06,06 - Montréal,205,2732,937,135,697,72,4778,42.3 %
07,07 - Outaouais,11,79,57,14,51,3,215,1.9 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,4,0,0,0,4,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,19,0,13,0,47,0.4 %
12,12 - Chaudière-Appalaches,5,125,102,6,125,5,368,3.3 %
13,13 - Laval,2,510,170,53,186,5,926,8.2 %
14,14 - Lanaudière,3,250,129,12,120,3,517,4.6 %
15,15 - Laurentides,64,177,121,53,82,14,511,4.5 %
16,16 - Montérégie,15,619,392,62,465,9,1562,13.8 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,3,0,0,1,4,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),320,5406,2614,414,2383,164,11301,
9999,Ensemble du Québec (%),2.8 %,47.8 %,23.1 %,3.7 %,21.1 %,1.5 %,.,100.0 %

