,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,12569,151,12530,39,87,2,11232,1250,197738.33333,6356.38,632.39,44.00,59
02,02 - Saguenay-Lac-Saint-Jean,21677,127,21318,359,320,1,20065,1292,278600,7780.69,463.75,114.86,123
03,03 - Capitale-Nationale,66845,502,66480,365,1297,6,60510,5038,761103.66667,8782.64,657.21,170.41,348
04,04 - Mauricie et Centre-du-Québec,44277,312,44039,238,781,7,40023,3473,527666.66667,8391.09,654.93,148.01,209
05,05 - Estrie,39069,173,38544,525,502,1,36979,1588,502406,7776.38,312.61,99.92,172
06,06 - Montréal,270874,674,267555,3319,5214,9,257334,8326,2061667.3333,13138.59,401.93,252.90,702
07,07 - Outaouais,33370,115,32922,448,266,3,31818,1286,405378.66667,8231.81,313.86,65.62,106
08,08 - Abitibi-Témiscamingue,6122,163,6084,38,47,5,5229,846,147876.33333,4139.95,571.85,31.78,39
09,09 - Côte-Nord,4018,66,3991,27,13,1,3332,673,90082.333333,4460.36,750.55,14.43,58
10,10 - Nord-du-Québec,814,24,677,137,0,0,730,84,13383.666667,6082.04,631.39,0.00,15
11,11 - Gaspésie-Îles-de-la-Madeleine,4607,41,4571,36,50,0,4299,258,90783.333333,5074.72,283.84,55.08,16
12,12 - Chaudière-Appalaches,48276,249,48000,276,494,4,44851,2931,434525.66667,11110.05,671.37,113.69,227
13,13 - Laval,63458,158,61496,1962,1008,1,60837,1613,445993.33333,14228.46,358.35,226.01,150
14,14 - Lanaudière,59541,239,58827,714,661,5,56236,2644,530581,11221.85,492.36,124.58,168
15,15 - Laurentides,64473,306,63866,607,644,0,61430,2399,640046.66667,10073.17,369.81,100.62,191
16,16 - Montérégie,121920,446,120014,1906,1936,5,114481,5503,1452381.3333,8394.49,375.17,133.30,490
17,17 - Nunavik,2272,29,2268,4,9,0,2063,200,14619,15541.42,1344.90,61.56,9
18,18 - Terres-Cries-de-la-Baie-James,1773,29,1566,207,6,0,1548,219,18660.333333,9501.44,1154.39,32.15,9
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2478,12,2470,8,1,0,2429,48,.,.,.,.,11
999,Ensemble du Québec,868437,3816,857221,11216,13336,50,815430,39671,8613493.6667,10082.29,457.19,154.83,3102

