No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,71,70,1,77,8,228,2.7 %
3,03 - Capitale-Nationale,3,380,101,9,218,17,728,8.6 %
4,04 - Mauricie et Centre-du-Québec,6,125,127,20,85,5,368,4.3 %
5,05 - Estrie,1,98,23,10,48,8,188,2.2 %
6,06 - Montréal,199,2574,478,112,509,51,3923,46.2 %
7,07 - Outaouais,7,43,29,11,34,1,125,1.5 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,16,0,13,0,43,0.5 %
12,12 - Chaudière-Appalaches,5,78,49,6,57,4,199,2.3 %
13,13 - Laval,2,474,88,50,152,6,772,9.1 %
14,14 - Lanaudière,3,228,78,7,85,2,403,4.7 %
15,15 - Laurentides,59,135,67,31,64,12,368,4.3 %
16,16 - Montérégie,13,511,206,48,318,13,1109,13.1 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),302,4738,1344,309,1667,128,8488,
9999,Ensemble du Québec (%),3.6 %,55.8 %,15.8 %,3.6 %,19.6 %,1.5 %,           .,100.0 %
