,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,16089,114,16050,39,111,0,15149,829,197738.33333,8136.51,419.40,56.13,28
02,02 - Saguenay-Lac-Saint-Jean,25388,119,25027,361,364,0,24352,672,278600,9112.71,241.21,130.65,32
03,03 - Capitale-Nationale,76470,260,76109,361,1432,0,73313,1725,761103.66667,10047.25,225.03,188.15,110
04,04 - Mauricie et Centre-du-Québec,50337,184,50097,240,904,1,48149,1284,527666.66667,9539.55,242.13,171.32,52
05,05 - Estrie,42930,119,42405,525,547,-1,41831,552,502406,8544.88,108.67,108.88,37
06,06 - Montréal,284760,335,281397,3363,5338,0,277051,2371,2061667.3333,13812.12,114.46,258.92,100
07,07 - Outaouais,36001,54,35556,445,291,1,35354,356,405378.66667,8880.83,86.88,71.78,20
08,08 - Abitibi-Témiscamingue,8380,66,8339,41,79,0,7908,393,147876.33333,5666.90,265.65,53.42,35
09,09 - Côte-Nord,6332,93,6305,27,39,0,5709,584,90082.333333,7029.13,651.29,43.29,16
10,10 - Nord-du-Québec,1164,10,956,208,4,0,1119,41,13383.666667,8697.17,308.18,29.89,3
11,11 - Gaspésie-Îles-de-la-Madeleine,6491,103,6455,36,58,0,5760,673,90783.333333,7149.99,740.41,63.89,35
12,12 - Chaudière-Appalaches,54379,144,54096,283,564,0,52371,1444,434525.66667,12514.57,330.76,129.80,81
13,13 - Laval,66610,0,64647,1963,1048,0,65110,452,445993.33333,14935.20,100.42,234.98,-25
14,14 - Lanaudière,63530,95,62814,716,721,0,62199,610,530581,11973.67,113.59,135.89,28
15,15 - Laurentides,70734,98,70127,607,707,0,69156,871,640046.66667,11051.38,134.26,110.46,46
16,16 - Montérégie,131774,286,129866,1908,2041,1,128056,1677,1452381.3333,9072.96,114.33,140.53,82
17,17 - Nunavik,2785,1,2781,4,10,0,2726,49,14619,19050.55,329.50,68.40,2
18,18 - Terres-Cries-de-la-Baie-James,2147,22,1779,368,14,0,2022,111,18660.333333,11505.69,585.10,75.03,16
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2695,8,2687,8,2,0,2653,40,.,.,.,.,2
999,Ensemble du Québec,949000,2111,937496,11504,14274,2,919992,14734,8613493.6667,11017.60,169.80,165.72,700

