No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,202,8,26,0,252,1.4 %
02,02 - Saguenay-Lac-Saint-Jean,0,180,219,13,165,12,589,3.2 %
03,03 - Capitale-Nationale,9,715,557,42,530,43,1896,10.3 %
04,04 - Mauricie et Centre-du-Québec,4,158,951,23,115,5,1256,6.9 %
05,05 - Estrie,4,214,332,29,222,17,818,4.5 %
06,06 - Montréal,220,2918,1656,163,867,86,5910,32.3 %
07,07 - Outaouais,11,116,187,18,79,9,420,2.3 %
08,08 - Abitibi-Témiscamingue,3,42,71,6,20,1,143,0.8 %
09,09 - Côte-Nord,0,0,62,0,1,0,63,0.3 %
10,10 - Nord-du-Québec,0,0,8,0,0,0,8,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,70,0,13,0,99,0.5 %
12,12 - Chaudière-Appalaches,6,201,363,12,216,7,805,4.4 %
13,13 - Laval,6,598,378,68,252,14,1316,7.2 %
14,14 - Lanaudière,3,358,349,26,196,7,939,5.1 %
15,15 - Laurentides,70,303,430,71,142,14,1030,5.6 %
16,16 - Montérégie,16,743,1239,81,655,13,2747,15.0 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,19,0,0,1,20,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),355,6575,7106,560,3499,229,18324,
9999,Ensemble du Québec (%),1.9 %,35.9 %,38.8 %,3.1 %,19.1 %,1.2 %,.,100.0 %

