,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1564,4,1547,17,30,0,1503,31,196934.5,794.17,15.75,15.23
02,02 - Saguenay-Lac-Saint-Jean,8825,2,8635,190,264,0,8550,11,277505,3180.12,3.97,95.13
03,03 - Capitale-Nationale,22521,32,22185,336,988,2,21213,320,757803,2971.88,42.10,130.38
04,04 - Mauricie et Centre-du-Québec,12820,26,12589,231,504,5,12163,153,523331.5,2449.69,29.18,96.31
05,05 - Estrie,11616,31,11164,452,304,1,11092,220,494966.5,2346.83,44.29,61.42
06,06 - Montréal,107086,338,104226,2860,4519,9,98908,3659,2072060.5,5168.09,176.04,218.09
07,07 - Outaouais,6373,16,5964,409,161,0,6009,203,402744,1582.39,50.19,39.98
08,08 - Abitibi-Témiscamingue,852,5,819,33,7,0,794,51,147637,577.09,34.54,4.74
09,09 - Côte-Nord,354,0,339,15,3,0,348,3,89700.5,394.65,3.36,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1708,2,1689,19,45,0,1661,2,89823,1901.52,2.23,50.10
12,12 - Chaudière-Appalaches,11708,9,11442,266,288,0,11373,47,431109.5,2715.78,10.88,66.80
13,13 - Laval,24861,80,23329,1532,869,0,23296,696,444658.5,5591.03,155.85,195.43
14,14 - Lanaudière,20425,57,19714,711,492,0,19385,548,522367,3910.09,104.45,94.19
15,15 - Laurentides,16479,40,15878,601,472,0,15546,461,630238,2614.73,72.77,74.89
16,16 - Montérégie,41972,87,40216,1756,1478,2,39572,922,1438226,2918.32,63.86,102.77
17,17 - Nunavik,44,0,42,2,0,0,41,3,14336.5,306.91,20.81,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,252,0,248,4,0,0,247,5,.,.,.,.
999,Ensemble du Québec,289670,729,280234,9436,10426,19,271908,7336,8565469.5,3381.83,85.38,121.72

