Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      1505,       844,       56.1,       319,       21.2,       342,       22.7,        30,n.d.,n.d.,n.d.,n.d.,        28,       93.3
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,      8610,      4277,       49.7,      1936,       22.5,      2397,       27.8,       262,        12,        4.6,        20,        7.6,       230,       87.8
Région,RSS03,03 - Capitale-Nationale,     21152,     11575,       54.7,      4098,       19.4,      5479,       25.9,       972,        25,        2.6,        83,        8.5,       864,       88.9
Région,RSS04,04 - Mauricie et Centre-du-Québec,     12240,      6761,       55.2,      2423,       19.8,      3056,       25.0,       496,        16,        3.2,        26,        5.2,       454,       91.5
Région,RSS05,05 - Estrie,     10952,      6226,       56.8,      2159,       19.7,      2567,       23.4,       299,n.d.,n.d.,n.d.,n.d.,       271,       90.6
Région,RSS06,06 - Montréal,     92899,     51578,       55.5,     16977,       18.3,     24344,       26.2,      4418,       126,        2.9,       233,        5.3,      4059,       91.9
Région,RSS07,07 - Outaouais,      5640,      3264,       57.9,       976,       17.3,      1400,       24.8,       158,n.d.,n.d.,n.d.,n.d.,       142,       89.9
Région,RSS08,08 - Abitibi-Témiscamingue,       811,       476,       58.7,       192,       23.7,       143,       17.6,         7,n.d.,n.d.,n.d.,n.d.,         5,       71.4
Région,RSS09,09 - Côte-Nord,       329,       209,       63.5,        65,       19.8,        55,       16.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,        85,        46,       54.1,        15,       17.6,        24,       28.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      1662,       813,       48.9,       357,       21.5,       492,       29.6,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,12 - Chaudière-Appalaches,     11342,      6511,       57.4,      2267,       20.0,      2564,       22.6,       287,         8,        2.8,        25,        8.7,       254,       88.5
Région,RSS13,13 - Laval,     23413,     13947,       59.6,      4714,       20.1,      4752,       20.3,       858,         9,        1.0,        58,        6.8,       791,       92.2
Région,RSS14,14 - Lanaudière,     19689,     11553,       58.7,      4066,       20.7,      4070,       20.7,       488,        18,        3.7,        29,        5.9,       441,       90.4
Région,RSS15,15 - Laurentides,     15857,      9242,       58.3,      3126,       19.7,      3489,       22.0,       467,        21,        4.5,        31,        6.6,       415,       88.9
Région,RSS16,16 - Montérégie,     39559,     21964,       55.5,      7916,       20.0,      9679,       24.5,      1464,        45,        3.1,        91,        6.2,      1328,       90.7
Région,RSS17,17 - Nunavik,        39,        21,       53.8,         5,       12.8,        13,       33.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       104,        59,       56.7,        16,       15.4,        29,       27.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    265912,    149387,       56.2,     51628,       19.4,     64897,       24.4,     10256,       293,        2.9,       638,        6.2,      9325,       90.9
Groupe d'âge,0_9,Moins de 10 ans,     19605,     16565,       84.5,      2465,       12.6,       575,        2.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     30918,     25561,       82.7,      4485,       14.5,       872,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     37089,     29865,       80.5,      5425,       14.6,      1799,        4.9,         6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     35608,     24677,       69.3,      7535,       21.2,      3396,        9.5,        14,n.d.,n.d.,n.d.,n.d.,        10,       71.4
Groupe d'âge,40_49,40-49 ans,     39781,     24597,       61.8,      9667,       24.3,      5517,       13.9,        33,         9,       27.3,         6,       18.2,        18,       54.5
Groupe d'âge,50_59,50-59 ans,     36512,     18007,       49.3,     10457,       28.6,      8048,       22.0,       167,        27,       16.2,        22,       13.2,       118,       70.7
Groupe d'âge,60_69,60-69 ans,     22722,      7405,       32.6,      6354,       28.0,      8963,       39.4,       594,        44,        7.4,        58,        9.8,       492,       82.8
Groupe d'âge,70_79,70-79 ans,     15582,      1811,       11.6,      2841,       18.2,     10930,       70.1,      1934,        66,        3.4,       154,        8.0,      1714,       88.6
Groupe d'âge,80_89,80-89 ans,     17468,       640,        3.7,      1687,        9.7,     15141,       86.7,      4084,        66,        1.6,       239,        5.9,      3779,       92.5
Groupe d'âge,90_,90 ans et plus,     10627,       259,        2.4,       712,        6.7,      9656,       90.9,      3423,        75,        2.2,       156,        4.6,      3192,       93.3
