,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4052,2,4029,23,53,0,3990,9,196934.5,2057.54,4.57,26.91,2
02,02 - Saguenay-Lac-Saint-Jean,11171,15,10951,220,271,0,10868,32,277505,4025.51,11.54,97.66,7
03,03 - Capitale-Nationale,33630,26,33275,355,1119,0,32363,148,757803,4437.83,19.47,147.66,15
04,04 - Mauricie et Centre-du-Québec,16507,31,16268,239,563,0,15735,209,523331.5,3154.21,39.86,107.58,25
05,05 - Estrie,15919,30,15410,509,356,0,15327,236,494966.5,3216.18,47.51,71.92,27
06,06 - Montréal,141739,291,138804,2935,4784,2,134639,2316,2072060.5,6840.49,111.43,230.88,211
07,07 - Outaouais,13389,21,12943,446,216,0,12933,240,402744,3324.44,59.34,53.63,22
08,08 - Abitibi-Témiscamingue,1219,1,1186,33,9,0,1202,8,147637,825.67,5.42,6.10,2
09,09 - Côte-Nord,599,0,580,19,4,0,592,3,89700.5,667.78,3.36,4.46,1
10,10 - Nord-du-Québec,134,0,132,2,0,0,133,1,13521.5,991.01,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2123,1,2103,20,47,0,2045,31,89823,2363.54,34.58,52.33,2
12,12 - Chaudière-Appalaches,19985,30,19711,274,370,0,19352,263,431109.5,4635.71,60.89,85.83,40
13,13 - Laval,34969,68,33071,1898,926,0,33222,821,444658.5,7864.24,183.84,208.25,87
14,14 - Lanaudière,25945,44,25234,711,517,0,24823,605,522367,4966.81,115.32,98.97,56
15,15 - Laurentides,23119,91,22515,604,512,0,22014,593,630238,3668.30,93.61,81.24,71
16,16 - Montérégie,55183,128,53242,1941,1564,0,52557,1062,1438226,3836.88,73.56,108.75,81
17,17 - Nunavik,50,0,48,2,0,0,50,0,14336.5,348.76,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,4,0,136,2,18507,767.28,10.74,21.61,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,746,3,741,5,0,0,718,28,.,.,.,.,4
999,Ensemble du Québec,400625,782,390388,10237,11315,2,382703,6607,8565469.5,4677.21,76.90,132.10,653

