Date,Cumul des personnes avec des analyses n茅gatives,Cumul de cas confirm茅s,Nouveaux cas,Nombre cumulatif de d茅c猫s,Nouveaux d茅c猫s,Hospitalisations,Soins intensifs,Personnes test茅es,Cas actifs,Tests (Volum茅trie),Hospitalisations (nouvelle m茅thode),,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,CHSLD,RPA,Domicile,Autres - Inconnu,,Montr茅al et Laval,R茅gions 脿 proximit茅,Autres r茅gions,,Cas Labo,Cas Lien 脡pi,Cas Total,Cumul Labo,Cumul 脡pi,NV CHSLD,NV RPA,NV Dom,NV Autres,,Inc Hors-SI,Inc SI
05/04/2020,91965,8580,636,121,27,369,164,100113,7848,3978,,,14.71528461,37.0994698,47.52077876,98.0202588,114.161038,190.4962925,33.16443576,65.71103403,79.97067742,14.75143827,72.2238272,36.48540932,182.2719624,98.25184775,69.22203366,65.60805053,56.10098177,21.75686701,,154,46,33,10,,157.7498344,73.29179227,49.21980141,,560,80,640,8185,548,31,9,2,2,,,
06/04/2020,95681,9340,760,150,29,419,164,104526,8470,4805,,,15.73013183,39.98098202,50.43291562,109.5070079,117.4054015,212.7168257,34.41121905,71.8079341,83.30278898,14.75143827,78.89064201,41.59801445,201.4703723,114.0182891,72.89048245,71.0521228,63.11360449,27.19608376,,191,53,36,11,,173.4171795,81.97822691,55.58348506,,794,88,882,8979,636,37,7,3,1,,79,19
07/04/2020,99780,10031,691,175,25,451,181,109270,9029,5394,,,16.74497904,44.30325035,52.81557305,114.8674908,123.0830375,233.194572,34.90993237,74.51766746,87.74560439,14.75143827,88.89086424,46.01344615,216.8291003,125.7469832,78.15390897,76.84517407,63.11360449,27.19608376,,235,59,40,12,,189.0446587,88.22160181,59.00670798,,715,80,795,9694,716,44,6,4,1,,97,19
08/04/2020,103074,10912,881,216,41,483,196,113365,9584,4968,,,16.74497904,45.38381743,54.66875105,121.7595402,127.1384917,251.4454239,36.40607233,84.67916757,93.29912365,14.75143827,92.22427165,47.64018415,230.6067827,136.8988564,84.05532659,80.2651682,63.11360449,27.19608376,,280,66,48,12,,210.7317727,96.84017367,63.63683642,,604,87,691,10298,803,45,7,8,0,,89,26
09/04/2020,107266,11677,765,241,25,547,186,118217,10095,5508,,,17.25240265,50.78665284,56.52192905,126.7371315,131.8022642,268.4860071,38.15156895,88.06633427,102.1847545,36.87859566,97.77995067,51.12605128,252.74142,145.358898,89.47825088,87.24474804,70.12622721,27.19608376,,329,72,57,15,,230.3059876,105.1194317,67.60865277,,651,100,751,10949,903,49,6,9,3,,93,25
10/04/2020,111651,12292,615,289,48,612,146,123115,10440,5267,,,17.25240265,52.22740894,57.97799748,136.3094224,138.8993092,283.3481067,40.64513555,89.42120095,104.4061622,36.87859566,103.3356297,53.91474499,265.8415115,153.6266661,92.50870858,92.89820771,70.12622721,27.19608376,,379,82,62,16,,247.7673036,112.5843365,70.74660711,,554,85,639,11503,988,50,10,5,1,,86,22
11/04/2020,114811,12846,554,328,39,634,156,126771,10773,6923,,,17.25240265,54.74873213,59.30169605,143.9672551,141.7381272,296.0317226,43.13870215,91.45350098,106.6275699,36.87859566,108.8913087,57.63300326,289.5571943,165.9321812,98.25062842,99.52880856,77.13884993,27.19608376,,433,91,64,21,,265.7070119,121.0671828,74.60870477,,589,81,670,12092,1069,54,9,2,5,,80,16
12/04/2020,118979,13557,711,360,32,664,166,131570,11215,6230,,,17.25240265,58.35062241,65.92018892,150.6678587,145.388036,312.0556801,44.63484211,92.13093432,106.6275699,51.63003393,111.1135803,63.21039067,310.1107861,176.699507,103.6735527,108.9512414,77.13884993,27.19608376,,504,104,69,24,,280.2581085,127.9891854,78.38302749,,712,83,795,12804,1152,71,13,5,3,,88,12
13/04/2020,124295,14248,691,435,75,730,161,137451,11667,7016,,,17.25240265,61.23213462,67.64099706,159.4743664,145.9963541,338.3911269,45.13355543,92.13093432,107.7382737,51.63003393,112.2247161,65.76669324,337.6661509,190.9277589,111.3294458,115.3724548,84.15147265,27.19608376,,568,119,79,27,,294.8889373,138.7793659,81.54292557,,868,98,966,13672,1250,64,15,10,3,,75,18
14/04/2020,129498,14860,612,487,52,737,190,143174,11882,7174,,,17.25240265,66.63497003,70.15602435,164.2605118,152.0795356,361.1441783,47.37776537,92.80836766,111.0703853,51.63003393,116.6692593,66.92864895,364.0921975,211.6933158,114.8383969,125.004275,84.15147265,27.19608376,,630,138,88,29,,311.712397,150.9268019,85.80001049,,834,132,966,14506,1382,62,19,9,2,,116,13
15/04/2020,134011,15857,997,609,122,788,187,148571,12407,6562,,,17.25240265,72.75818349,73.46527078,169.2381031,154.3100354,391.158842,47.87647868,93.485801,116.6239046,51.63003393,116.6692593,67.39343123,397.7458808,227.0752098,121.5373033,134.007933,91.16409537,27.19608376,,697,154,101,32,,338.2631652,161.6491196,88.9160211,,865,245,1110,15371,1627,67,16,13,3,,115,19
16/04/2020,138322,16798,941,688,79,822,196,153722,13042,6707,,,17.25240265,75.27950669,75.71555836,174.2156943,156.5405353,415.2189836,50.37004528,95.51810102,118.8453123,51.63003393,121.1138025,70.41451608,422.8167455,245.9180299,125.6842454,144.1981196,91.16409537,27.19608376,,772,168,106,33,,361.6645179,175.2895365,92.82200623,,851,120,971,16222,1747,75,14,5,1,,99,20
17/04/2020,142715,17521,723,805,117,879,193,158770,13401,6363,,,17.25240265,78.88139696,77.70110621,181.1077438,158.9738078,443.0067528,51.61682858,96.19553436,121.06672,51.63003393,134.4474322,73.43560093,453.9859287,256.8776293,130.947672,152.5736154,91.16409537,27.19608376,,827,181,114,38,,392.321486,188.2513257,96.11356674,,859,170,1029,17081,1917,55,13,8,5,,116,7
18/04/2020,146771,18357,836,877,72,917,183,163548,13925,5898,,,17.25240265,82.48328723,80.08376365,183.5965394,159.3793533,458.9822996,52.36489856,96.8729677,121.06672,51.63003393,143.3365186,76.22429463,473.6360659,267.6449551,135.8921029,158.9948288,91.16409537,27.19608376,,895,193,121,39,,416.5600251,202.7060958,99.40512724,,550,113,663,17631,2030,68,12,7,1,,93,23
19/04/2020,150290,19319,962,939,62,970,198,167801,14533,5379,,,17.25240265,86.0851775,81.27509236,189.1484681,160.5959896,479.9441534,53.3623252,98.22783438,122.1774238,51.63003393,154.4478766,77.1538592,491.479294,278.6045546,139.401054,169.9527692,98.17671809,27.19608376,,994,213,127,41,,444.9446301,212.6140604,103.1355625,,726,98,824,18357,2128,99,20,6,2,,86,19
20/04/2020,153283,20126,807,1041,102,1022,201,171520,15037,6336,,,17.25240265,88.60650069,83.39301008,196.2319634,161.4070804,503.4717768,54.11039518,98.90526772,123.2881277,51.63003393,155.5590124,79.01298834,516.0984314,292.8328065,145.6214671,178.6074482,98.17671809,27.19608376,,1077,227,131,44,,461.5687597,221.9791227,105.505486,,751,159,910,19108,2287,83,14,4,3,,96,18
21/04/2020,157087,20965,839,1134,93,1077,199,176048,15540,5963,,,17.25240265,90.0472568,85.11381822,199.869434,162.2181713,525.7891315,55.60653514,98.90526772,124.3988315,51.63003393,165.5592346,80.17494405,535.9744322,306.2919637,152.4798714,184.4702953,98.17671809,27.19608376,,1170,241,135,47,,481.9801611,234.1944214,108.4020593,,689,118,807,19797,2405,93,14,4,3,,140,20
22/04/2020,161148,21838,873,1243,109,1203,207,180833,16111,8598,,,17.25240265,92.92876902,87.76121537,205.9957001,163.6375803,551.8341138,57.1026751,99.58270106,124.3988315,51.63003393,166.6703705,81.10450862,554.0435239,318.7897526,156.6268135,191.5894667,98.17671809,27.19608376,,1253,257,149,51,,505.700442,246.6811712,111.2766888,,746,145,891,20543,2550,83,16,14,4,,108,20
23/04/2020,165302,22616,778,1340,97,1233,227,185632,16552,6600,,,17.25240265,94.0093361,90.93809194,211.9305205,163.840353,577.3949886,59.34688504,100.9375677,125.5095354,51.63003393,171.1149137,82.49885547,573.6936611,334.5561939,165.8776843,196.4751726,98.17671809,27.19608376,,1337,277,156,56,,527.586886,256.9284496,113.6246686,,752,154,906,21295,2704,84,20,7,5,,89,21
24/04/2020,170211,23267,651,1446,106,1297,208,190765,16764,7630,,,17.25240265,95.08990318,92.52653023,215.567991,164.8542166,601.503541,60.09495502,100.9375677,125.5095354,51.63003393,175.5594569,83.42842004,591.0851619,352.4376456,172.2575953,203.6641398,98.17671809,27.19608376,,1419,293,167,61,,552.2240853,266.3613747,116.5431856,,727,135,862,22022,2839,82,16,11,5,,101,17
25/04/2020,174405,24107,840,1515,69,1312,204,195577,17250,6339,,,17.25240265,96.53065929,98.74791352,220.7370281,166.2736256,616.6076943,62.08980829,100.9375677,125.5095354,51.63003393,183.3374075,85.05515804,625.1905725,366.6658976,175.9260441,209.5269869,112.2019635,43.51373402,,1504,317,177,62,,576.7416865,278.3730851,119.0447716,,661,95,756,22683,2934,85,24,10,1,,68,19
26/04/2020,178388,24982,875,1599,84,1328,210,200172,17866,7013,,,17.75982626,97.25103734,102.05716,224.7573903,166.679171,630.3079359,64.33401823,100.9375677,125.5095354,51.63003393,185.5596791,85.51994032,643.9372551,376.8564023,181.1894706,216.2273835,112.2019635,48.95295078,,1589,331,188,64,,599.6646471,290.9955604,121.2391453,,523,91,614,23206,3025,85,14,11,2,,99,15
27/04/2020,182048,25757,775,1682,83,1402,217,204472,18234,6413,,,17.75982626,97.61122637,105.1016667,231.0751023,167.4902618,652.6737014,66.07951485,100.9375677,125.5095354,51.63003393,185.5596791,87.37906946,666.975347,398.0065065,190.2808437,223.695534,112.2019635,48.95295078,,1671,350,193,72,,618.1226135,300.29276,124.6623682,,786,129,915,23992,3154,82,19,5,8,,99,17
28/04/2020,185863,26594,837,1761,79,1423,222,208979,18785,7118,,,17.75982626,98.33160443,108.543283,236.627031,168.5041254,675.6688066,66.57822817,100.9375677,125.5095354,51.63003393,186.6708149,88.77341631,694.5307118,413.3884005,198.4152301,232.350213,112.2019635,48.95295078,,1764,373,204,78,,632.7135762,309.8614106,126.9884043,,792,131,923,24784,3285,93,23,11,6,,105,17
29/04/2020,190101,27538,944,1859,98,1464,213,214047,19380,8801,,,17.75982626,100.4927386,112.1172691,242.5618514,170.1263071,700.7455739,69.32115143,100.9375677,125.5095354,51.63003393,187.7819507,89.2381986,715.0843036,423.9634526,204.9546388,239.7485676,112.2019635,48.95295078,,1859,402,221,86,,655.1980105,323.9768669,130.1044149,,774,123,897,25558,3408,95,29,17,8,,100,15
30/04/2020,194468,28648,1110,2022,163,1491,218,219367,19926,8613,,,17.75982626,101.2131166,115.955995,247.7308884,171.1401707,729.5499688,71.56536137,100.9375677,125.5095354,51.63003393,188.8930865,91.09732773,735.863759,438.5762519,212.2915364,248.1240634,112.2019635,48.95295078,,1941,423,236,95,,678.9980234,337.2101072,132.9790444,,892,118,1010,26450,3526,82,21,15,9,,107,11
01/05/2020,199037,29656,1008,2136,114,1509,222,224831,20555,9672,,,17.75982626,103.3742508,119.3976113,251.5598048,172.9651251,759.5162217,72.81214467,100.9375677,125.5095354,51.63003393,188.8930865,91.56211002,755.9656236,457.0345247,221.3829095,257.267313,112.2019635,48.95295078,,2030,447,244,101,,703.2764286,347.7288367,135.8975614,,935,125,1060,27385,3651,89,24,8,6,,103,19
02/05/2020,202940,31865,2209,2205,69,1532,216,230864,22402,7809,,,17.75982626,104.0946289,122.3097481,256.5373961,173.776216,784.8834535,74.80699795,100.9375677,125.5095354,59.00575306,188.8930865,92.25928345,768.3881241,467.9941241,228.8793048,267.7366828,112.2019635,54.39216753,,2104,476,249,107,,730.6643831,360.4870375,138.8599658,,807,93,900,28192,3744,74,29,5,6,,77,15
03/05/2020,206551,32623,758,2280,75,1548,217,235136,22765,7955,,,17.75982626,106.6159521,125.7513644,262.6636622,174.5873068,801.6335723,75.55506792,100.9375677,125.5095354,59.00575306,188.8930865,93.6536303,790.9744887,483.9528391,238.2896735,276.8101366,112.2019635,54.39216753,,2168,495,257,115,,758.8895241,375.0775332,141.8662578,,714,82,796,28906,3826,64,19,8,8,,91,20
04/05/2020,209946,33417,794,2398,118,1599,218,239241,23096,6937,,,17.75982626,106.9761411,128.001652,268.7899284,175.8039431,821.8692648,77.5499212,101.6150011,125.5095354,59.00575306,190.0042223,94.81558601,812.6573987,498.181091,249.2950198,286.5815484,112.2019635,54.39216753,,2242,516,270,120,,781.9719487,386.6142042,145.179762,,753,115,868,29659,3941,74,21,13,5,,88,16
05/05/2020,220604,34327,910,2510,112,1621,213,250654,23533,9117,,,17.75982626,107.3363301,131.3108984,273.7675197,177.4261248,844.7675485,78.29799118,102.2924344,125.5095354,59.00575306,190.0042223,95.04797715,832.3075359,513.7552587,259.9813707,295.2362274,112.2019635,54.39216753,,2300,542,278,123,,799.7521928,400.3903467,148.4054913,,765,132,897,30424,4073,58,26,8,3,,90,17
06/05/2020,228905,35238,911,2631,121,1605,222,259794,23934,9452,,,17.75982626,107.3363301,134.7525147,282.9569189,178.4399884,872.313264,79.79413114,104.3247344,125.5095354,59.00575306,190.0042223,96.442324,865.9612192,524.5225845,269.8702326,302.7741736,112.2019635,54.39216753,,2358,566,279,131,,820.2433262,414.4379402,151.6312206,,909,129,1038,31333,4202,58,24,1,8,,88,11
07/05/2020,234769,36150,912,2725,94,1616,206,266444,24497,10033,,,17.75982626,107.6965191,138.0617611,291.1890891,179.453852,893.1298856,81.53962776,104.3247344,125.5095354,59.00575306,191.1153581,97.60427972,886.0630837,537.212647,278.0046191,311.8476274,112.2019635,54.39216753,,2414,592,291,137,,842.5682965,428.0783571,154.6155688,,750,103,853,32083,4305,56,26,12,6,,93,11
08/05/2020,244384,36986,836,2786,61,1623,203,276787,24932,10831,,,18.26724987,108.7770862,142.827076,295.9752346,180.0621701,914.0433286,83.03576772,105.6796011,125.5095354,59.00575306,191.1153581,98.53384428,905.9390846,543.9422256,288.0529788,317.5010871,112.2019635,54.39216753,,2481,606,296,138,,871.1920976,438.2577727,158.346004,,687,92,779,32770,4397,67,14,5,1,,66,21
09/05/2020,245302,37721,735,2928,142,1627,198,278389,25267,9042,,,18.77467347,108.7770862,146.0039526,300.9528258,181.6843518,929.1474819,84.28255102,105.6796011,125.5095354,59.00575306,191.1153581,98.76623543,930.558222,557.5936565,299.5368185,326.5745409,112.2019635,54.39216753,,2536,629,307,144,,891.8825611,450.1337575,161.8350581,,680,79,759,33450,4476,55,23,11,6,,67,11
10/05/2020,250528,38469,748,3013,85,1640,192,284239,25753,8995,,,18.77467347,109.1372752,148.9160894,305.1646338,181.6843518,943.7675277,85.27997766,105.6796011,125.5095354,59.00575306,191.1153581,99.92819114,951.7894047,567.3996139,307.3522094,333.7635081,112.2019635,54.39216753,,2598,648,313,150,,912.6128906,459.3630943,164.5341378,,593,60,653,34043,4536,62,19,6,6,,66,15
11/05/2020,256518,39225,756,3131,118,1650,184,290888,26038,8981,,,19.28209708,109.8576533,151.0340071,309.3764418,182.4954427,961.5826829,87.77354426,106.3570345,126.6202392,59.00575306,191.1153581,100.6253646,965.3412235,582.9737816,317.4005691,340.8128837,112.2019635,54.39216753,,2654,667,322,156,,929.3964843,472.8677857,167.5843172,,627,106,733,34670,4642,56,19,9,6,,82,11
