date,0d,1d,2d,3d
2022-01-05,2331,787,12151,1837
2022-01-06,2109,695,10747,1852
2022-01-07,1652,571,8008,1760
2022-01-08,1243,395,6162,1481
2022-01-09,977,291,5003,1293
2022-01-10,1031,287,5063,1335
2022-01-11,803,260,4081,1502
2022-01-12,747,239,3835,1772
2022-01-13,681,215,3360,1540
2022-01-14,586,198,3104,1427
2022-01-15,448,171,2563,1382
2022-01-16,437,138,2198,1070
2022-01-17,560,166,2495,1171
2022-01-18,543,198,2919,1424
2022-01-19,519,161,2482,1478
2022-01-20,484,177,2288,1416
2022-01-21,468,160,1937,1306
2022-01-22,343,104,1326,1047
2022-01-23,346,105,1208,867
2022-01-24,435,169,1616,1177
2022-01-25,480,196,1881,1498
2022-01-26,473,220,1537,1332
2022-01-27,452,209,1428,1368
2022-01-28,420,159,1358,1274
2022-01-29,346,149,1081,950
2022-01-30,327,138,898,946
2022-01-31,396,187,1267,1270
2022-02-01,506,215,1518,1439
2022-02-02,449,232,1448,1506
2022-02-03,357,161,1173,1215
2022-02-04,361,152,1105,1211
2022-02-05,271,99,730,1001
2022-02-06,267,83,721,901
2022-02-07,367,126,1139,1318
2022-02-08,409,125,1101,1446
2022-02-09,308,127,994,1263
2022-02-10,346,89,918,1120
2022-02-11,274,84,835,1170
2022-02-12,194,41,496,739
2022-02-13,185,53,471,753
2022-02-14,227,79,666,1002
