No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,26,4,9,0,50,0.4 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,78,4,85,8,269,2.4 %
03,03 - Capitale-Nationale,4,517,209,32,321,26,1109,10.0 %
04,04 - Mauricie et Centre-du-Québec,6,151,231,21,104,5,518,4.6 %
05,05 - Estrie,3,126,79,17,111,12,348,3.1 %
06,06 - Montréal,202,2730,909,135,694,74,4744,42.6 %
07,07 - Outaouais,11,78,57,14,51,3,214,1.9 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,120,93,6,123,5,352,3.2 %
13,13 - Laval,2,509,158,53,184,5,911,8.2 %
14,14 - Lanaudière,3,250,129,12,119,3,516,4.6 %
15,15 - Laurentides,64,177,116,53,81,14,505,4.5 %
16,16 - Montérégie,15,616,384,62,462,9,1548,13.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,2,0,0,1,3,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),318,5391,2499,413,2358,165,11144,
9999,Ensemble du Québec (%),2.9 %,48.4 %,22.4 %,3.7 %,21.2 %,1.5 %,.,100.0 %

